0,1,2,3,4
Stem forms,,,,
Imperfective (未然形),ストレートだろ,sutorēto daro,,
Continuative (連用形),ストレートで,sutorēto de,,
Terminal (終止形),ストレートだ,sutorēto da,,
Attributive (連体形),ストレートな,sutorēto na,,
Hypothetical (仮定形),ストレートなら,sutorēto nara,,
Imperative (命令形),ストレートであれ,sutorēto de are,,
Key constructions,,,,
Informal negative,ストレートではないストレートじゃない,sutorēto de wa naisutorēto ja nai,,
Informal past,ストレートだった,sutorēto datta,,
Informal negative past,ストレートではなかったストレートじゃなかった,sutorēto de wa nakattasutorēto ja nakatta,,
Formal,ストレートです,sutorēto desu,,
Formal negative,ストレートではありませんストレートじゃありません,sutorēto de wa arimasensutorēto ja arimasen,,
Formal past,ストレートでした,sutorēto deshita,,
Formal negative past,ストレートではありませんでしたストレートじゃありませんでした,sutorēto de wa arimasen deshitasutorēto ja arimasen deshita,,
Conjunctive,ストレートで,sutorēto de,,
Conditional,ストレートなら（ば）,sutorēto nara (ba),,
Provisional,ストレートだったら,sutorēto dattara,,
Volitional,ストレートだろう,sutorēto darō,,
Adverbial,ストレートに,sutorēto ni,,
Degree,ストレートさ,sutorētosa,,
Poker hands in Japanese · ポーカー・ハンド ‎(pōkā hando) (layout · text),,,,
,,,,
ハイカード ‎(hai kādo),ペア ‎(pea),ツーペア ‎(tsū pea),スリー・オブ・ア・カインド ‎(surī obu a kaindo),ストレート ‎(sutorēto)
,,,,
フラッシュ ‎(furasshu),フルハウス ‎(furu hausu),フォー・オブ・ア・カインド ‎(fō obu a kaindo),ストレートフラッシュ ‎(sutorēto furasshu),ロイヤルフラッシュ ‎(roiyaru furasshu)
