0,1,2
"プロ (​puro): a written program  プログラム学習 (プログラムがくしゅう, ​puroguramu gakushū): programmed learning, programmed instruction  プログラム言語 (プログラムげんご, ​puroguramu gengo): a programming language  プログラム売買 (プログラばいばい, ​puroguramu baibai): (stock market) program trading, programmed trading",,
Stem forms,,
Imperfective (未然形),プログラムし,puroguramu shi
Continuative (連用形),プログラムし,puroguramu shi
Terminal (終止形),プログラムする,puroguramu suru
Attributive (連体形),プログラムする,puroguramu suru
Hypothetical (仮定形),プログラムすれ,puroguramu sure
Imperative (命令形),プログラムせよ¹プログラムしろ²,puroguramu seyo¹puroguramu shiro²
Key constructions,,
Passive,プログラムされる,puroguramu sareru
Causative,プログラムさせるプログラムさす,puroguramu saserupuroguramu sasu
Potential,プログラムできる,puroguramu dekiru
Volitional,プログラムしよう,puroguramu shiyō
Negative,プログラムしない,puroguramu shinai
Negative continuative,プログラムせず,puroguramu sezu
Formal,プログラムします,puroguramu shimasu
Perfective,プログラムした,puroguramu shita
Conjunctive,プログラムして,puroguramu shite
Hypothetical conditional,プログラムすれば,puroguramu sureba
¹ Written imperative ² Spoken imperative,,
