0,1,2,3
Kanji in this term,,,
超,絶,,
ちょうGrade: S,ぜつGrade: 5,,
on'yomi,,,
Stem forms,,,
Imperfective (未然形),超絶だろ,ちょうぜつだろ,chōzetsu daro
Continuative (連用形),超絶で,ちょうぜつで,chōzetsu de
Terminal (終止形),超絶だ,ちょうぜつだ,chōzetsu da
Attributive (連体形),超絶な,ちょうぜつな,chōzetsu na
Hypothetical (仮定形),超絶なら,ちょうぜつなら,chōzetsu nara
Imperative (命令形),超絶であれ,ちょうぜつであれ,chōzetsu de are
Key constructions,,,
Informal negative,超絶ではない超絶じゃない,ちょうぜつではないちょうぜつじゃない,chōzetsu de wa naichōzetsu ja nai
Informal past,超絶だった,ちょうぜつだった,chōzetsu datta
Informal negative past,超絶ではなかった超絶じゃなかった,ちょうぜつではなかったちょうぜつじゃなかった,chōzetsu de wa nakattachōzetsu ja nakatta
Formal,超絶です,ちょうぜつです,chōzetsu desu
Formal negative,超絶ではありません超絶じゃありません,ちょうぜつではありませんちょうぜつじゃありません,chōzetsu de wa arimasenchōzetsu ja arimasen
Formal past,超絶でした,ちょうぜつでした,chōzetsu deshita
Formal negative past,超絶ではありませんでした超絶じゃありませんでした,ちょうぜつではありませんでしたちょうぜつじゃありませんでした,chōzetsu de wa arimasen deshitachōzetsu ja arimasen deshita
Conjunctive,超絶で,ちょうぜつで,chōzetsu de
Conditional,超絶なら（ば）,ちょうぜつなら（ば）,chōzetsu nara (ba)
Provisional,超絶だったら,ちょうぜつだったら,chōzetsu dattara
Volitional,超絶だろう,ちょうぜつだろう,chōzetsu darō
Adverbial,超絶に,ちょうぜつに,chōzetsu ni
Degree,超絶さ,ちょうぜつさ,chōzetsusa
Stem forms,,,
Imperfective (未然形),超絶し,ちょうぜつし,chōzetsu shi
Continuative (連用形),超絶し,ちょうぜつし,chōzetsu shi
Terminal (終止形),超絶する,ちょうぜつする,chōzetsu suru
Attributive (連体形),超絶する,ちょうぜつする,chōzetsu suru
Hypothetical (仮定形),超絶すれ,ちょうぜつすれ,chōzetsu sure
Imperative (命令形),超絶せよ¹超絶しろ²,ちょうぜつせよ¹ちょうぜつしろ²,chōzetsu seyo¹chōzetsu shiro²
Key constructions,,,
Passive,超絶される,ちょうぜつされる,chōzetsu sareru
Causative,超絶させる超絶さす,ちょうぜつさせるちょうぜつさす,chōzetsu saseruchōzetsu sasu
Potential,超絶できる,ちょうぜつできる,chōzetsu dekiru
Volitional,超絶しよう,ちょうぜつしよう,chōzetsu shiyō
Negative,超絶しない,ちょうぜつしない,chōzetsu shinai
Negative continuative,超絶せず,ちょうぜつせず,chōzetsu sezu
Formal,超絶します,ちょうぜつします,chōzetsu shimasu
Perfective,超絶した,ちょうぜつした,chōzetsu shita
Conjunctive,超絶して,ちょうぜつして,chōzetsu shite
Hypothetical conditional,超絶すれば,ちょうぜつすれば,chōzetsu sureba
¹ Written imperative ² Spoken imperative,,,
