0,1,2,3
Kanji in this term,,,
懺,悔,,
さんHyōgaiji,け > げGrade: S,,
on'yomi,,,
Kanji in this term,,,
懺,悔,,
ざんHyōgaiji,け > げGrade: S,,
on'yomi,,,
Stem forms,,,
Imperfective (未然形),懺悔し,さんげし,sange shi
Continuative (連用形),懺悔し,さんげし,sange shi
Terminal (終止形),懺悔する,さんげする,sange suru
Attributive (連体形),懺悔する,さんげする,sange suru
Hypothetical (仮定形),懺悔すれ,さんげすれ,sange sure
Imperative (命令形),懺悔せよ¹懺悔しろ²,さんげせよ¹さんげしろ²,sange seyo¹sange shiro²
Key constructions,,,
Passive,懺悔される,さんげされる,sange sareru
Causative,懺悔させる懺悔さす,さんげさせるさんげさす,sange saserusange sasu
Potential,懺悔できる,さんげできる,sange dekiru
Volitional,懺悔しよう,さんげしよう,sange shiyō
Negative,懺悔しない,さんげしない,sange shinai
Negative continuative,懺悔せず,さんげせず,sange sezu
Formal,懺悔します,さんげします,sange shimasu
Perfective,懺悔した,さんげした,sange shita
Conjunctive,懺悔して,さんげして,sange shite
Hypothetical conditional,懺悔すれば,さんげすれば,sange sureba
¹ Written imperative ² Spoken imperative,,,
