0,1,2,3
Kanji in this term,,,
齟,齬,,
そHyōgaiji,ごHyōgaiji,,
on'yomi,,,
Stem forms,,,
Imperfective (未然形),齟齬し,そごし,sogo shi
Continuative (連用形),齟齬し,そごし,sogo shi
Terminal (終止形),齟齬する,そごする,sogo suru
Attributive (連体形),齟齬する,そごする,sogo suru
Hypothetical (仮定形),齟齬すれ,そごすれ,sogo sure
Imperative (命令形),齟齬せよ¹齟齬しろ²,そごせよ¹そごしろ²,sogo seyo¹sogo shiro²
Key constructions,,,
Passive,齟齬される,そごされる,sogo sareru
Causative,齟齬させる齟齬さす,そごさせるそごさす,sogo saserusogo sasu
Potential,齟齬できる,そごできる,sogo dekiru
Volitional,齟齬しよう,そごしよう,sogo shiyō
Negative,齟齬しない,そごしない,sogo shinai
Negative continuative,齟齬せず,そごせず,sogo sezu
Formal,齟齬します,そごします,sogo shimasu
Perfective,齟齬した,そごした,sogo shita
Conjunctive,齟齬して,そごして,sogo shite
Hypothetical conditional,齟齬すれば,そごすれば,sogo sureba
¹ Written imperative ² Spoken imperative,,,
