0,1,2,3,4,5,6,7,8
Infinitive: dûke,,,,,,,,
,Present tense,Past tense,,,,,,
person,singular,plural,singular,plural,,,,
1st,ik,dûk,wy,dûke,ik,doek,wy,doaken
2nd,do/dû,dûkst,jimme,dûke,do/dû,doekst,jimme,doaken
3rd,hy/sy,dûkt,hja,dûke,hy/sy,doek,hja,doaken
,Present participle,Imperative,Auxiliary,Past participle,,,,
,dûkend (dûkende),dûk,hawwe,dûkt,,,,
