0,1,2,3,4
Strong,,,,
Infinitive,𐌰𐍆𐌻𐌴𐌹𐌸𐌰𐌽afleiþan,,,
Indicative,Present,Past,Present passive,
1st singular,𐌰𐍆𐌻𐌴𐌹𐌸𐌰afleiþa,𐌰𐍆𐌻𐌰𐌹𐌸aflaiþ,𐌰𐍆𐌻𐌴𐌹𐌸𐌰𐌳𐌰afleiþada,
2nd singular,𐌰𐍆𐌻𐌴𐌹𐌸𐌹𐍃afleiþis,𐌰𐍆𐌻𐌰𐌹𐍃𐍄aflaist,𐌰𐍆𐌻𐌴𐌹𐌸𐌰𐌶𐌰afleiþaza,
3rd singular,𐌰𐍆𐌻𐌴𐌹𐌸𐌹𐌸afleiþiþ,𐌰𐍆𐌻𐌰𐌹𐌸aflaiþ,𐌰𐍆𐌻𐌴𐌹𐌸𐌰𐌳𐌰afleiþada,
1st dual,𐌰𐍆𐌻𐌴𐌹𐌸𐍉𐍃afleiþōs,𐌰𐍆𐌻𐌹𐌸𐌿afliþu,—,
2nd dual,𐌰𐍆𐌻𐌴𐌹𐌸𐌰𐍄𐍃afleiþats,𐌰𐍆𐌻𐌹𐌸𐌿𐍄𐍃afliþuts,—,
1st plural,𐌰𐍆𐌻𐌴𐌹𐌸𐌰𐌼afleiþam,𐌰𐍆𐌻𐌹𐌸𐌿𐌼afliþum,𐌰𐍆𐌻𐌴𐌹𐌸𐌰𐌽𐌳𐌰afleiþanda,
2nd plural,𐌰𐍆𐌻𐌴𐌹𐌸𐌹𐌸afleiþiþ,𐌰𐍆𐌻𐌹𐌸𐌿𐌸afliþuþ,𐌰𐍆𐌻𐌴𐌹𐌸𐌰𐌽𐌳𐌰afleiþanda,
3rd plural,𐌰𐍆𐌻𐌴𐌹𐌸𐌰𐌽𐌳afleiþand,𐌰𐍆𐌻𐌹𐌸𐌿𐌽afliþun,𐌰𐍆𐌻𐌴𐌹𐌸𐌰𐌽𐌳𐌰afleiþanda,
Subjunctive,Present,Past,Present passive,
