0,1
Case,adjective
"nominative, genitive, instrumental",ფირუზი ‎(piruzi)
ergative,ფირუზმა ‎(piruzma)
"dative, adverbial",ფირუზ ‎(piruz)
vocative,ფირუზო ‎(piruzo)
