0,1,2,3
Case,adjective,,
"nominative, genitive, instrumental",ხმოვანი ‎(xmovani),,
ergative,ხმოვანმა ‎(xmovanma),,
"dative, adverbial",ხმოვან ‎(xmovan),,
vocative,ხმოვანო ‎(xmovano),,
Case,adjective,,
"nominative, genitive and instrumental",ხმოვანი ‎(xmovani),,
ergative,ხმოვანმა ‎(xmovanma),,
dative and adverbial,ხმოვან ‎(xmovan),,
vocative,ხმოვანო ‎(xmovano),,
,Singular,Plural,Archaic plural
nominative,ხმოვანი (xmovani),ხმოვნები (xmovnebi),ხმოვანნი (xmovanni)
ergative,ხმოვანმა (xmovanma),ხმოვნებმა (xmovnebma),ხმოვანთა (xmovant'a)
dative,ხმოვანს (xmovans),ხმოვნებს (xmovnebs),ხმოვანთა (xmovant'a)
genitive,ხმოვნის (xmovnis),ხმოვნების (xmovnebis),ხმოვანთა (xmovant'a)
instrumental,ხმოვნით (xmovnit'),ხმოვნებით (xmovnebit'),
adverbial,ხმოვნად (xmovnad),ხმოვნებად (xmovnebad),
vocative,ხმოვანო (xmovano),ხმოვნებო (xmovnebo),ხმოვანნო (xmovanno)
