0,1,2,3
Case,adjective,,
"nominative, genitive, instrumental",ცისფერი ‎(cisperi),,
ergative,ცისფერმა ‎(cisperma),,
"dative, adverbial",ცისფერ ‎(cisper),,
vocative,ცისფერო ‎(cispero),,
,Singular,Plural,Archaic plural
nominative,ცისფერი (c'isp'eri),ცისფერები (c'isp'erebi),ცისფერნი (c'isp'erni)
ergative,ცისფერმა (c'isp'erma),ცისფერებმა (c'isp'erebma),ცისფერთა (c'isp'ert'a)
dative,ცისფერს (c'isp'ers),ცისფერებს (c'isp'erebs),ცისფერთა (c'isp'ert'a)
genitive,ცისფერის (c'isp'eris),ცისფერების (c'isp'erebis),ცისფერთა (c'isp'ert'a)
instrumental,ცისფერით (c'isp'erit'),ცისფერებით (c'isp'erebit'),
adverbial,ცისფერად (c'isp'erad),ცისფერებად (c'isp'erebad),
vocative,ცისფერო (c'isp'ero),ცისფერებო (c'isp'erebo),ცისფერნო (c'isp'erno)
Postpositions taking a genitive case,singular,plural,
-თვის (for - ),ცისფერისთვის,ცისფერებისთვის,
-ებრ (like a - ),ცისფერისებრ,ცისფერებისებრ,
-კენ (towards - ),ცისფერისკენ,ცისფერებისკენ,
-გან (from/of - ),ცისფერისგან,ცისფერებისგან,
Postpositions taking an adverbial case,singular,plural,
-მდე (up to - ),ცისფერამდე,ცისფერებამდე,
Postpositions taking a dative case,singular,plural,
-ზე (on - ),ცისფერზე,ცისფერებზე,
-თან (near - ),ცისფერთან,ცისფერებთან,
-ში (in - ),ცისფერში,ცისფერებში,
-ვით (like a - ),ცისფერივით,ცისფერებივით,
Postpositions taking an instrumental case,singular,plural,
-დან (from / since - ),ცისფერიდან,ცისფერებიდან,
-ურთ (together with - ),ცისფერითურთ,ცისფერებითურთ,
