0,1,2,3,4,5,6
,Singular,Plural,Archaic plural,,,
nominative,ტუზი (tuzi),ტუზები (tuzebi),ტუზნი (tuzni),,,
ergative,ტუზმა (tuzma),ტუზებმა (tuzebma),ტუზთა (tuzt'a),,,
dative,ტუზს (tuzs),ტუზებს (tuzebs),ტუზთა (tuzt'a),,,
genitive,ტუზის (tuzis),ტუზების (tuzebis),ტუზთა (tuzt'a),,,
instrumental,ტუზით (tuzit'),ტუზებით (tuzebit'),,,,
adverbial,ტუზად (tuzad),ტუზებად (tuzebad),,,,
vocative,ტუზო (tuzo),ტუზებო (tuzebo),ტუზნო (tuzno),,,
Postpositions taking a genitive case,singular,plural,,,,
-თვის (for - ),ტუზისთვის,ტუზებისთვის,,,,
-ებრ (like a - ),ტუზისებრ,ტუზებისებრ,,,,
-კენ (towards - ),ტუზისკენ,ტუზებისკენ,,,,
-გან (from/of - ),ტუზისგან,ტუზებისგან,,,,
Postpositions taking an adverbial case,singular,plural,,,,
-მდე (up to - ),ტუზამდე,ტუზებამდე,,,,
Postpositions taking a dative case,singular,plural,,,,
-ზე (on - ),ტუზზე,ტუზებზე,,,,
-თან (near - ),ტუზთან,ტუზებთან,,,,
-ში (in - ),ტუზში,ტუზებში,,,,
-ვით (like a - ),ტუზივით,ტუზებივით,,,,
Postpositions taking an instrumental case,singular,plural,,,,
-დან (from / since - ),ტუზიდან,ტუზებიდან,,,,
-ურთ (together with - ),ტუზითურთ,ტუზებითურთ,,,,
Playing cards in Georgian · ? (layout · text),,,,,,
,,,,,,
ტუზი ‎(ṭuzi),ორიანი ‎(oriani),სამიანი ‎(samiani),ოთხიანი ‎(otxiani),ხუთიანი ‎(xutiani),ექვსიანი ‎(ekvsiani),შვიდიანი ‎(švidiani)
,,,,,,
რვიანი ‎(rviani),ცხრიანი ‎(cxriani),ათიანი ‎(atiani),ვალეტი ‎(valeṭi),დამა ‎(dama),კაკო ‎(ḳaḳo),ჯოკერი ‎(ǯoḳeri)
