0,1,2,3
Case,adjective,,
"nominative, genitive, instrumental",ჯანმრთელი ‎(ǯanmrteli),,
ergative,ჯანმრთელმა ‎(ǯanmrtelma),,
"dative, adverbial",ჯანმრთელ ‎(ǯanmrtel),,
vocative,ჯანმრთელო ‎(ǯanmrtelo),,
,Singular,Plural,Archaic plural
nominative,ჯანმრთელი (ǰanmrt'eli),ჯანმრთელები (ǰanmrt'elebi),ჯანმრთელნი (ǰanmrt'elni)
ergative,ჯანმრთელმა (ǰanmrt'elma),ჯანმრთელებმა (ǰanmrt'elebma),ჯანმრთელთა (ǰanmrt'elt'a)
dative,ჯანმრთელს (ǰanmrt'els),ჯანმრთელებს (ǰanmrt'elebs),ჯანმრთელთა (ǰanmrt'elt'a)
genitive,ჯანმრთელის (ǰanmrt'elis),ჯანმრთელების (ǰanmrt'elebis),ჯანმრთელთა (ǰanmrt'elt'a)
instrumental,ჯანმრთელით (ǰanmrt'elit'),ჯანმრთელებით (ǰanmrt'elebit'),
adverbial,ჯანმრთელად (ǰanmrt'elad),ჯანმრთელებად (ǰanmrt'elebad),
vocative,ჯანმრთელო (ǰanmrt'elo),ჯანმრთელებო (ǰanmrt'elebo),ჯანმრთელნო (ǰanmrt'elno)
Postpositions taking a genitive case,singular,plural,
-თვის (for - ),ჯანმრთელისთვის,ჯანმრთელებისთვის,
-ებრ (like a - ),ჯანმრთელისებრ,ჯანმრთელებისებრ,
-კენ (towards - ),ჯანმრთელისკენ,ჯანმრთელებისკენ,
-გან (from/of - ),ჯანმრთელისგან,ჯანმრთელებისგან,
Postpositions taking an adverbial case,singular,plural,
-მდე (up to - ),ჯანმრთელამდე,ჯანმრთელებამდე,
Postpositions taking a dative case,singular,plural,
-ზე (on - ),ჯანმრთელზე,ჯანმრთელებზე,
-თან (near - ),ჯანმრთელთან,ჯანმრთელებთან,
-ში (in - ),ჯანმრთელში,ჯანმრთელებში,
-ვით (like a - ),ჯანმრთელივით,ჯანმრთელებივით,
Postpositions taking an instrumental case,singular,plural,
-დან (from / since - ),ჯანმრთელიდან,ჯანმრთელებიდან,
-ურთ (together with - ),ჯანმრთელითურთ,ჯანმრთელებითურთ,
