0,1
Case,adjective
"nominative, genitive, instrumental",ჰუმანიტარული ‎(humaniṭaruli)
ergative,ჰუმანიტარულმა ‎(humaniṭarulma)
"dative, adverbial",ჰუმანიტარულ ‎(humaniṭarul)
vocative,ჰუმანიტარულო ‎(humaniṭarulo)
