0,1,2,3
Case,adjective,,
"nominative, genitive, instrumental",ფეხმძიმე ‎(pexmʒime),,
ergative,ფეხმძიმე ‎(pexmʒime),,
"dative, adverbial",ფეხმძიმე ‎(pexmʒime),,
vocative,ფეხმძიმე ‎(pexmʒime),,
,Singular,Plural,Archaic plural
nominative,ფეხმძიმე (p’exmjime),ფეხმძიმეები (p’exmjimeebi),ფეხმძიმენი (p’exmjimeni)
ergative,ფეხმძიმემ (p’exmjimem),ფეხმძიმეებმა (p’exmjimeebma),ფეხმძიმეთა (p’exmjimet'a)
dative,ფეხმძიმეს (p’exmjimes),ფეხმძიმეებს (p’exmjimeebs),ფეხმძიმეთა (p’exmjimet'a)
genitive,ფეხმძიმის (p’exmjimis),ფეხმძიმეების (p’exmjimeebis),ფეხმძიმეთა (p’exmjimet'a)
instrumental,ფეხმძიმით (p’exmjimit'),ფეხმძიმეებით (p’exmjimeebit'),
adverbial,ფეხმძიმედ (p’exmjimed),ფეხმძიმეებად (p’exmjimeebad),
vocative,ფეხმძიმე(ვ) (p’exmjime(v)),ფეხმძიმეებო (p’exmjimeebo),ფეხმძიმენო (p’exmjimeno)
