0,1,2,3,4,5,6
PIE root,,,,,,
*ǵenh₁-,,,,,,
commongender,Singular,Plural,,,,
indefinite,definite,indefinite,definite,,,
nominative,konge,kongen,konger,kongerne,,
genitive,konges,kongens,kongers,kongernes,,
Chess pieces in Danish · skakbrikken (skak + brikken) (layout · text),,,,,,
,,,,,,
konge,dronning,tårn,løber,springer,bonde,
"Playing cards in Danish · kort, spillekort (layout · text)",,,,,,
,,,,,,
es,toer,treer,firer,femmer,sekser,syver
,,,,,,
otter,nier,tier,"knægt, bonde","dame, dronning",konge,joker
