0,1,2
"Adjective concord, tone class L",,
,Modifier,Copulative
1st singular,ADJ;1;SG,ADJ;LGSPEC1;1;SG
2nd singular,ADJ;2;SG,ADJ;LGSPEC1;2;SG
1st plural,ADJ;1;PL,ADJ;LGSPEC1;1;PL
2nd plural,ADJ;2;PL,ADJ;LGSPEC1;2;PL
Class 1,ADJ;BANTU1,ADJ;LGSPEC1;BANTU1
Class 2,ADJ;BANTU2,ADJ;LGSPEC1;BANTU2
Class 3,ADJ;BANTU3,ADJ;LGSPEC1;BANTU3
Class 4,ADJ;BANTU4,ADJ;LGSPEC1;BANTU4
Class 5,ADJ;BANTU5,ADJ;LGSPEC1;BANTU5
Class 6,ADJ;BANTU6,ADJ;LGSPEC1;BANTU6
Class 7,ADJ;BANTU7,ADJ;LGSPEC1;BANTU7
Class 8,ADJ;BANTU8,ADJ;LGSPEC1;BANTU8
Class 9,ADJ;BANTU9,ADJ;LGSPEC1;BANTU9
Class 10,ADJ;BANTU10,ADJ;LGSPEC1;BANTU10
Class 11,ADJ;BANTU11,ADJ;LGSPEC1;BANTU11
Class 14,ADJ;BANTU14,ADJ;LGSPEC1;BANTU14
Class 15,ADJ;BANTU15,ADJ;LGSPEC1;BANTU15
Class 17,ADJ;BANTU17,ADJ;LGSPEC1;BANTU17
