0,1
"Enumerative concord, tone class H",
,Modifier
Class 1,muphi
Class 2,baphi
Class 3,muphi
Class 4,miphi
Class 5,liphi
Class 6,maphi
Class 7,siphi
Class 8,ziphi
Class 9,yiphi
Class 10,ziphi
Class 11,luphi
Class 14,buphi
Class 15,kuphi
Class 17,kuphi
