0,1,2,3
Tone class H,,,
Infinitive,V;NFIN,,
,Imperative,Imperative+ object prefix,
Singular,V;IMP;2;SG,V;IMP;2;SG;LGSPEC3,
Plural,V;IMP;2;PL,V;IMP;2;PL;LGSPEC3,
,Present,Participial,Subjunctive
1st singular,V;1;SG;PRS,V;1;SG;V.PTCP,V;1;SG;SBJV
2nd singular,V;2;SG;PRS,V;2;SG;V.PTCP,V;2;SG;SBJV
1st plural,V;1;PL;PRS,V;1;PL;V.PTCP,V;1;PL;SBJV
2nd plural,V;2;PL;PRS,V;2;PL;V.PTCP,V;2;PL;SBJV
Class 1,V;BANTU1;PRS,V;BANTU1;V.PTCP,V;BANTU1;SBJV
Class 2,V;BANTU2;PRS,V;BANTU2;V.PTCP,V;BANTU2;SBJV
Class 3,V;BANTU3;PRS,V;BANTU3;V.PTCP,V;BANTU3;SBJV
Class 4,V;BANTU4;PRS,V;BANTU4;V.PTCP,V;BANTU4;SBJV
Class 5,V;BANTU5;PRS,V;BANTU5;V.PTCP,V;BANTU5;SBJV
Class 6,V;BANTU6;PRS,V;BANTU6;V.PTCP,V;BANTU6;SBJV
Class 7,V;BANTU7;PRS,V;BANTU7;V.PTCP,V;BANTU7;SBJV
Class 8,V;BANTU8;PRS,V;BANTU8;V.PTCP,V;BANTU8;SBJV
Class 9,V;BANTU9;PRS,V;BANTU9;V.PTCP,V;BANTU9;SBJV
Class 10,V;BANTU10;PRS,V;BANTU10;V.PTCP,V;BANTU10;SBJV
Class 11,V;BANTU11;PRS,V;BANTU11;V.PTCP,V;BANTU11;SBJV
Class 14,V;BANTU14;PRS,V;BANTU14;V.PTCP,V;BANTU14;SBJV
Class 15,V;BANTU15;PRS,V;BANTU15;V.PTCP,V;BANTU15;SBJV
Class 17,V;BANTU17;PRS,V;BANTU17;V.PTCP,V;BANTU17;SBJV
,Recent past,Recent pastcontinuous,
1st singular,V;1;SG;RCT;PST,V;1;SG;RCT;PST;PROG,
2nd singular,V;2;SG;RCT;PST,V;2;SG;RCT;PST;PROG,
1st plural,V;1;PL;RCT;PST,V;1;PL;RCT;PST;PROG,
2nd plural,V;2;PL;RCT;PST,V;2;PL;RCT;PST;PROG,
Class 1,V;BANTU1;RCT;PST,V;BANTU1;RCT;PST;PROG,
Class 2,V;BANTU2;RCT;PST,V;BANTU2;RCT;PST;PROG,
Class 3,V;BANTU3;RCT;PST,V;BANTU3;RCT;PST;PROG,
Class 4,V;BANTU4;RCT;PST,V;BANTU4;RCT;PST;PROG,
Class 5,V;BANTU5;RCT;PST,V;BANTU5;RCT;PST;PROG,
Class 6,V;BANTU6;RCT;PST,V;BANTU6;RCT;PST;PROG,
Class 7,V;BANTU7;RCT;PST,V;BANTU7;RCT;PST;PROG,
Class 8,V;BANTU8;RCT;PST,V;BANTU8;RCT;PST;PROG,
Class 9,V;BANTU9;RCT;PST,V;BANTU9;RCT;PST;PROG,
Class 10,V;BANTU10;RCT;PST,V;BANTU10;RCT;PST;PROG,
Class 11,V;BANTU11;RCT;PST,V;BANTU11;RCT;PST;PROG,
Class 14,V;BANTU14;RCT;PST,V;BANTU14;RCT;PST;PROG,
Class 15,V;BANTU15;RCT;PST,V;BANTU15;RCT;PST;PROG,
Class 17,V;BANTU17;RCT;PST,V;BANTU17;RCT;PST;PROG,
,Remote past,Remote pastcontinuous,
1st singular,V;1;SG;RMT;PST,V;1;SG;RMT;PST;PROG,
2nd singular,V;2;SG;RMT;PST,V;2;SG;RMT;PST;PROG,
1st plural,V;1;PL;RMT;PST,V;1;PL;RMT;PST;PROG,
2nd plural,V;2;PL;RMT;PST,V;2;PL;RMT;PST;PROG,
Class 1,V;BANTU1;RMT;PST,V;BANTU1;RMT;PST;PROG,
Class 2,V;BANTU2;RMT;PST,V;BANTU2;RMT;PST;PROG,
Class 3,V;BANTU3;RMT;PST,V;BANTU3;RMT;PST;PROG,
Class 4,V;BANTU4;RMT;PST,V;BANTU4;RMT;PST;PROG,
Class 5,V;BANTU5;RMT;PST,V;BANTU5;RMT;PST;PROG,
Class 6,V;BANTU6;RMT;PST,V;BANTU6;RMT;PST;PROG,
Class 7,V;BANTU7;RMT;PST,V;BANTU7;RMT;PST;PROG,
Class 8,V;BANTU8;RMT;PST,V;BANTU8;RMT;PST;PROG,
Class 9,V;BANTU9;RMT;PST,V;BANTU9;RMT;PST;PROG,
Class 10,V;BANTU10;RMT;PST,V;BANTU10;RMT;PST;PROG,
Class 11,V;BANTU11;RMT;PST,V;BANTU11;RMT;PST;PROG,
Class 14,V;BANTU14;RMT;PST,V;BANTU14;RMT;PST;PROG,
Class 15,V;BANTU15;RMT;PST,V;BANTU15;RMT;PST;PROG,
Class 17,V;BANTU17;RMT;PST,V;BANTU17;RMT;PST;PROG,
,Future,,
1st singular,V;1;SG;FUT,,
2nd singular,V;2;SG;FUT,,
1st plural,V;1;PL;FUT,,
2nd plural,V;2;PL;FUT,,
Class 1,V;BANTU1;FUT,,
Class 2,V;BANTU2;FUT,,
Class 3,V;BANTU3;FUT,,
Class 4,V;BANTU4;FUT,,
Class 5,V;BANTU5;FUT,,
Class 6,V;BANTU6;FUT,,
Class 7,V;BANTU7;FUT,,
Class 8,V;BANTU8;FUT,,
Class 9,V;BANTU9;FUT,,
Class 10,V;BANTU10;FUT,,
Class 11,V;BANTU11;FUT,,
Class 14,V;BANTU14;FUT,,
Class 15,V;BANTU15;FUT,,
Class 17,V;BANTU17;FUT,,
