0,1,2,3,4
"Stem -zipho, class 11/10, tone class L",,,,
,Singular,Plural,,
Full form,ūzipho,izinzipho,,
Locative,ōzisheni,ezinzisheni,,
,Singular,Plural,,
Full form,N;SG;LGSPEC2,N;PL;LGSPEC2,,
Simple form,N;SG,N;PL,,
Locative,N;SG;LOC,N;PL;LOC,,
Copulative,N;SG;LGSPEC1,N;PL;LGSPEC1,,
Possessive forms,,,,
,Singular,Plural,,
,Modifier,Substantive,Modifier,Substantive
Class 1,N;SG;PSSB1,N;SG;LGSPEC1;PSSB1,N;PL;PSSB1,N;PL;LGSPEC1;PSSB1
Class 2,N;SG;PSSB2,N;SG;LGSPEC1;PSSB2,N;PL;PSSB2,N;PL;LGSPEC1;PSSB2
Class 3,N;SG;PSSB3,N;SG;LGSPEC1;PSSB3,N;PL;PSSB3,N;PL;LGSPEC1;PSSB3
Class 4,N;SG;PSSB4,N;SG;LGSPEC1;PSSB4,N;PL;PSSB4,N;PL;LGSPEC1;PSSB4
Class 5,N;SG;PSSB5,N;SG;LGSPEC1;PSSB5,N;PL;PSSB5,N;PL;LGSPEC1;PSSB5
Class 6,N;SG;PSSB6,N;SG;LGSPEC1;PSSB6,N;PL;PSSB6,N;PL;LGSPEC1;PSSB6
Class 7,N;SG;PSSB7,N;SG;LGSPEC1;PSSB7,N;PL;PSSB7,N;PL;LGSPEC1;PSSB7
Class 8,N;SG;PSSB8,N;SG;LGSPEC1;PSSB8,N;PL;PSSB8,N;PL;LGSPEC1;PSSB8
Class 9,N;SG;PSSB9,N;SG;LGSPEC1;PSSB9,N;PL;PSSB9,N;PL;LGSPEC1;PSSB9
Class 10,N;SG;PSSB10,N;SG;LGSPEC1;PSSB10,N;PL;PSSB10,N;PL;LGSPEC1;PSSB10
Class 11,N;SG;PSSB11,N;SG;LGSPEC1;PSSB11,N;PL;PSSB11,N;PL;LGSPEC1;PSSB11
Class 14,N;SG;PSSB14,N;SG;LGSPEC1;PSSB14,N;PL;PSSB14,N;PL;LGSPEC1;PSSB14
Class 15,N;SG;PSSB15,N;SG;LGSPEC1;PSSB15,N;PL;PSSB15,N;PL;LGSPEC1;PSSB15
Class 17,N;SG;PSSB17,N;SG;LGSPEC1;PSSB17,N;PL;PSSB17,N;PL;LGSPEC1;PSSB17
