0,1,2
,singular,plural
nominative,dekabr,dekabrlar
genitive,dekabrning,dekabrlarning
dative,dekabrga,dekabrlarga
accusative,dekabrni,dekabrlarni
locative,dekabrda,dekabrlarda
ablative,dekabrdan,dekabrlardan
my,singular,plural
nominative,dekabrim,dekabrlarim
genitive,dekabrimning,dekabrlarimning
dative,dekabrimga,dekabrlarimga
accusative,dekabrimni,dekabrlarimni
locative,dekabrimda,dekabrlarimda
ablative,dekabrimdan,dekabrlarimdan
your,singular,plural
nominative,dekabring,dekabrlaring
genitive,dekabringning,dekabrlaringning
dative,dekabringga,dekabrlaringga
accusative,dekabringni,dekabrlaringni
locative,dekabringda,dekabrlaringda
ablative,dekabringdan,dekabrlaringdan
her/his/its,singular,plural
nominative,dekabri,dekabrlari
genitive,dekabrining,dekabrlarining
dative,dekabriga,dekabrlariga
accusative,dekabrini,dekabrlarini
locative,dekabrida,dekabrlarida
ablative,dekabridan,dekabrlaridan
our,singular,plural
nominative,dekabrimiz,dekabrlarimiz
genitive,dekabrimizning,dekabrlarimizning
dative,dekabrimizga,dekabrlarimizga
accusative,dekabrimizni,dekabrlarimizni
locative,dekabrimizda,dekabrlarimizda
ablative,dekabrimizdan,dekabrlarimizdan
your,singular,plural
nominative,dekabringiz,dekabrlaringiz
genitive,dekabringizning,dekabrlaringizning
dative,dekabringizga,dekabrlaringizga
accusative,dekabringizni,dekabrlaringizni
locative,dekabringizda,dekabrlaringizda
ablative,dekabringizdan,dekabrlaringizdan
their,singular,plural
nominative,dekabri,dekabrlari
genitive,dekabrining,dekabrlarining
dative,dekabriga,dekabrlariga
accusative,dekabrini,dekabrlarini
locative,dekabrida,dekabrlarida
ablative,dekabridan,dekabrlaridan
