0,1,2
,singular,plural
nominative,N;NOM;SG,N;NOM;PL
genitive,N;GEN;SG,N;GEN;PL
dative,N;DAT;SG,N;DAT;PL
accusative,N;ACC;SG,N;ACC;PL
locative,N;LOC;SG,N;LOC;PL
ablative,N;ABL;SG,N;ABL;PL
my,singular,plural
nominative,N;NOM;SG;PSS1S,N;NOM;PL;PSS1S
genitive,N;GEN;SG;PSS1S,N;GEN;PL;PSS1S
dative,N;DAT;SG;PSS1S,N;DAT;PL;PSS1S
accusative,N;ACC;SG;PSS1S,N;ACC;PL;PSS1S
locative,N;LOC;SG;PSS1S,N;LOC;PL;PSS1S
ablative,N;ABL;SG;PSS1S,N;ABL;PL;PSS1S
your,singular,plural
nominative,N;NOM;SG;PSS2S,N;NOM;PL;PSS2S
genitive,N;GEN;SG;PSS2S,N;GEN;PL;PSS2S
dative,N;DAT;SG;PSS2S,N;DAT;PL;PSS2S
accusative,N;ACC;SG;PSS2S,N;ACC;PL;PSS2S
locative,N;LOC;SG;PSS2S,N;LOC;PL;PSS2S
ablative,N;ABL;SG;PSS2S,N;ABL;PL;PSS2S
her/his/its,singular,plural
nominative,N;NOM;SG;PSS3S,N;NOM;PL;PSS3S
genitive,N;GEN;SG;PSS3S,N;GEN;PL;PSS3S
dative,N;DAT;SG;PSS3S,N;DAT;PL;PSS3S
accusative,N;ACC;SG;PSS3S,N;ACC;PL;PSS3S
locative,N;LOC;SG;PSS3S,N;LOC;PL;PSS3S
ablative,N;ABL;SG;PSS3S,N;ABL;PL;PSS3S
our,singular,plural
nominative,N;NOM;SG;PSS1P,N;NOM;PL;PSS1P
genitive,N;GEN;SG;PSS1P,N;GEN;PL;PSS1P
dative,N;DAT;SG;PSS1P,N;DAT;PL;PSS1P
accusative,N;ACC;SG;PSS1P,N;ACC;PL;PSS1P
locative,N;LOC;SG;PSS1P,N;LOC;PL;PSS1P
ablative,N;ABL;SG;PSS1P,N;ABL;PL;PSS1P
your,singular,plural
nominative,N;NOM;SG;PSS2P,N;NOM;PL;PSS2P
genitive,N;GEN;SG;PSS2P,N;GEN;PL;PSS2P
dative,N;DAT;SG;PSS2P,N;DAT;PL;PSS2P
accusative,N;ACC;SG;PSS2P,N;ACC;PL;PSS2P
locative,N;LOC;SG;PSS2P,N;LOC;PL;PSS2P
ablative,N;ABL;SG;PSS2P,N;ABL;PL;PSS2P
their,singular,plural
nominative,N;NOM;SG;PSS3P,N;NOM;PL;PSS3P
genitive,N;GEN;SG;PSS3P,N;GEN;PL;PSS3P
dative,N;DAT;SG;PSS3P,N;DAT;PL;PSS3P
accusative,N;ACC;SG;PSS3P,N;ACC;PL;PSS3P
locative,N;LOC;SG;PSS3P,N;LOC;PL;PSS3P
ablative,N;ABL;SG;PSS3P,N;ABL;PL;PSS3P
