0,1,2,3,4,5,6,7
audio,,(file),,,,,
,singular,plural,,,,,
,1st person,2nd person,3rd person,1st person,2nd person,3rd person,
,сэ,уэ,ар,дэ,фэ,ахэр,
affirmative,present,солӏэ,уолӏэ,малӏэ,долӏэ,фолӏэ,малӏэха
past,сылӏaщ,улӏaщ,лӏaщ,дылӏaщ,фылӏaщ,лӏaхащ,
future,сылӏэну,улӏэну,лӏэну,дылӏэну,фылӏэну,лӏэхану,
negative,present,сылӏэркъым,улӏэркъым,лӏэркъым,дылӏэркъым,фылӏэркъым,лӏэркъым
past,сылӏакъым,улӏакъым,лӏакъым,дылӏакъым,фылӏакъым,лӏакъым,
future,сылӏэнyкъым,улӏэнyкъым,лӏэнyкъым,дылӏэнyкъым,фылӏэнyкъым,лӏэнyкъым,
