0,1,2,3,4
л-participles,imperfect,aorist,non-finite forms,
masculine,’рѓосувал,—,adjectival partc.,—
feminine,’рѓосувала,—,adverbial partc.,’рѓосувајќи
neuter,’рѓосувало,—,verbal noun,’рѓосување
plural,’рѓосувале,—,,
,present,imperfect,aorist,imperative
1st singular,’рѓосувам,’рѓосував,—,—
2nd singular,’рѓосуваш,’рѓосуваше,—,’рѓосувај
3rd singular,’рѓосува,’рѓосуваше,—,—
1st plural,’рѓосуваме,’рѓосувавме,—,—
2nd plural,’рѓосувате,’рѓосувавте,—,’рѓосувајте
3rd plural,’рѓосуваат,’рѓосуваа,—,—
Compound tenses,,,,
perfect,сум ’рѓосувал,present of сум + imperfect л-participle,,
pluperfect,бев ’рѓосувал,imperfect of сум + imperfect л-participle,,
future,ќе ’рѓосувам,ќе + present,,
future in the past,ќе ’рѓосував,ќе + imperfect,,
future reported,ќе сум ’рѓосувал,ќе + imperfect л-participle,,
conditional,би ’рѓосувал,би + imperfect л-participle,,
