0,1,2
Class,Singular,Plural
1 / 2,o mogolo,ba bagolo
3 / 4,o mogolo,e megolo
5 / 6,le legolo,a magolo
7 / 8,se segolo,di dikgolo (pred.) tse dikgolo (attr.)
9 / 10,e kgolo,di dikgolo (pred.) tse dikgolo (attr.)
11,lo logolo,
14,bo bogolo,
15,go gogolo,
