0,1,2
infinitive,dedováti,
supine,dedovàt,
verbal noun,dedovánje,
participles,adjectival,adverbial
present active,dedujóč,dedováje
past active,dedovàl,—
past passive,dedován,—
,present indicative,imperative
1st singular,dedújem,—
2nd singular,dedúješ,dedúj
3rd singular,dedúje,—
1st dual,dedújeva,dedújva
2nd dual,dedújeta,dedújta
3rd dual,dedújeta,—
1st plural,dedújemo,dedújmo
2nd plural,dedújete,dedújte
3rd plural,dedújejo,—
Compound tenses (see dedovàl for all forms),,
past indic.,sem dedovàl,
pluperfect indic.,sem bil dedovàl,
future indic.,bom dedovàl,
present cond.,bi dedovàl,
past cond.,bi bil dedovàl,
infinitive,dédovati,
supine,dédovat,
verbal noun,dédovanje,
participles,adjectival,adverbial
present active,dedujóč,dedováje
past active,dédoval,—
past passive,dédovan,—
,present indicative,imperative
1st singular,dédujem,—
2nd singular,déduješ,déduj
3rd singular,déduje,—
1st dual,dédujeva,dédujva
2nd dual,dédujeta,dédujta
3rd dual,dédujeta,—
1st plural,dédujemo,dédujmo
2nd plural,dédujete,dédujte
3rd plural,dédujejo,—
Compound tenses (see dédoval for all forms),,
past indic.,sem dédoval,
pluperfect indic.,sem bil dédoval,
future indic.,bom dédoval,
present cond.,bi dédoval,
past cond.,bi bil dédoval,
