0,1,2,3
,singular,dual,plural
nominative,gòzd,gozdôva,gozdôvi
accusative,gòzd,gozdôva,gozdôve
genitive,gôzda,gozdôv,gozdôv
dative,gôzdu,gozdôvoma,gozdôvom
locative,gôzdu,gozdôvih,gozdôvih
instrumental,gôzdom,gozdôvoma,gozdôvi
,singular,dual,plural
nominative,gòzd,gôzda,gôzdi
accusative,gòzd,gôzda,gôzde
genitive,gôzda,gôzdov,gôzdov
dative,gôzdu,gôzdoma,gôzdom
locative,gôzdu,gôzdih,gôzdih
instrumental,gôzdom,gôzdoma,gôzdi
,singular,dual,plural
nominative,gózd,gózda,gózdi
accusative,gózd,gózda,gózde
genitive,gózda,gózdov,gózdov
dative,gózdu,gózdoma,gózdom
locative,gózdu,gózdih,gózdih
instrumental,gózdom,gózdoma,gózdi
