0,1,2
infinitive,govoríti,
supine,"govôrit, govorít, govorìt",
verbal noun,govorjênje,
participles,adjectival,adverbial
present active,govorèč,—
past active,govóril,—
past passive,govorjèn,—
,present indicative,imperative
1st singular,govorím,—
2nd singular,govoríš,govôri
3rd singular,govorí,—
1st dual,govoríva,govoríva
2nd dual,govoríta,govoríta
3rd dual,govoríta,—
1st plural,govorímo,govorímo
2nd plural,govoríte,govoríte
3rd plural,"govoríjo, govoré",—
Compound tenses (see govóril for all forms),,
past indic.,sem govóril,
pluperfect indic.,sem bil govóril,
future indic.,bom govóril,
present cond.,bi govóril,
past cond.,bi bil govóril,
