0,1,2
Audio,,(file)
,singular,plural
nominative,станstan,ста́ниstány
genitive,ста́нуstánu,ста́нівstániv
dative,"ста́ну, ста́новіstánu, stánovi",ста́намstánam
accusative,станstan,ста́ниstány
instrumental,ста́номstánom,ста́намиstánamy
locative,ста́ніstáni,ста́нахstánax
vocative,ста́неstáne,ста́ниstány
,singular,
nominative,станstan,
genitive,ста́нуstánu,
dative,"ста́ну, ста́новіstánu, stánovi",
accusative,станstan,
instrumental,ста́номstánom,
locative,"ста́ні, ста́нуstáni, stánu",
vocative,ста́неstáne,
,singular,plural
nominative,станstan,ста́ниstány
genitive,ста́наstána,ста́нівstániv
dative,"ста́ну, ста́новіstánu, stánovi",ста́намstánam
accusative,станstan,ста́ниstány
instrumental,ста́номstánom,ста́намиstánamy
locative,ста́ніstáni,ста́нахstánax
vocative,ста́неstáne,ста́ниstány
