0,1,2,3,4,5,6,7,8,9
number,singular,dual,plural,,,,,,
present,first,second,third,second,third,first,second,third,
middle/ passive,indicative,ὑπόκειμαι,ὑπόκεισαι,ὑπόκειται,,,,,ὑπόκεινται
subjunctive,,,ὑποκέηται,,,,,,
optative,ὑποκεοίμην,,ὑποκέοιτο,,,,,ὑποκέοιντο,
imperative,,ὑπόκεισο,ὑποκείσθω,,,,,,
,infinitive,participle,,,,,,,
middle/passive,ὑπόκεισθαι,"ὑποκείμενος, ὑποκειμένη, ὑποκείμενον",,,,,,,
number,singular,dual,plural,,,,,,
imperfect,first,second,third,second,third,first,second,third,
middle/passive,indicative,ὑπεκείμην,,ὑπέκειτο,,,,,
number,singular,dual,plural,,,,,,
future,first,second,third,second,third,first,second,third,
middle,indicative,ὑποκείσομαι,ὑποκείσει/ὑποκείσῃ,ὑποκείσεται,ὑποκείσεσθον,ὑποκείσεσθον,ὑποκεισόμεθᾰ,ὑποκείσεσθε,ὑποκείσονται
optative,ὑποκεισοίμην,ὑποκείσοιο,ὑποκείσοιτο,ὑποκείσοισθον,ὑποκεισοίσθην,ὑποκεισοίμεθᾰ,ὑποκείσοισθε,ὑποκείσοιντο,
,infinitive,participle,,,,,,,
infinitive,ὑποκείσεσθαι,"ὑποκεισόμενος , ὑποκεισομένη , ὑποκεισόμενον",,,,,,,
