0,1,2,3,4,5,6
Case / #,Singular,Dual,Plural,,,
Nominative,οἶκος,οἴκω,οἶκοι,,,
Genitive,οἴκου,οἴκοιν,οἴκων,,,
Dative,οἴκῳ,οἴκοιν,οἴκοις,,,
Accusative,οἶκον,οἴκω,οἴκους,,,
Vocative,οἶκε,οἴκω,οἶκοι,,,
,,,,,,
Dialectal forms:,,,,,,
Notes:,,,,,,
οἰκοβᾰσῐλικόν ‎(oikobasilikón)  οἰκόβῐος ‎(oikóbios)  οἰκογενής ‎(oikogenḗs)  οἰκοδέγμων ‎(oikodégmōn)  οἰκοδέκτωρ ‎(oikodéktōr)  οἰκοδεσότης ‎(oikodesótēs)  οἰκοδεσπόζω ‎(oikodespózō)  οἰκοδέσποινᾰ ‎(oikodéspoina)  οἰκοδῐ́αιτος ‎(oikodíaitos)  οἰκοδομέω ‎(oikodoméō)  οἰκοδοχεύς ‎(oikodokheús),,οἰκόθετος ‎(oikóthetos)  οἰκόθρεπτος ‎(oikóthreptos)  οἰκοκερδής ‎(oikokerdḗs)  οἰκοκρᾰτέομαι ‎(oikokratéomai)  οἰκομᾰχῐ́ᾱ ‎(oikomakhíā)  οἰκονομέω ‎(oikonoméō)  οἰκοποιός ‎(oikopoiós)  οἰκόσῑτος ‎(oikósītos)  οἰκοσκευή ‎(oikoskeuḗ)  οἰκοσκοπικόν ‎(oikoskopikón)  οἰκοσόος ‎(oikosóos),,οἰκοτρᾰφής ‎(oikotraphḗs)  οἴκοτριψ ‎(oíkotrips)  οἰκότροφος ‎(oikótrophos)  οἰκοτῠ́ραννος ‎(oikotúrannos)  οἰκουργός ‎(oikourgós)  οἰκουρός ‎(oikourós)  οἰκόφθορος ‎(oikóphthoros)  οἰκοφόρος ‎(oikophóros)  οἰκοφῠ́λαξ ‎(oikophúlax)  οἰκῶνᾰξ ‎(oikônax)  οἰκωφελής ‎(oikōphelḗs),,
οἴκᾰδε ‎(oíkade)  οἰκᾰ́ρῐον ‎(oikárion)  οἴκει ‎(oíkei)  οἰκεῖος ‎(oikeîos)  οἰκέτης ‎(oikétēs),,οἰκεύς ‎(oikeús)  οἰκέω ‎(oikéō)  οἰκῐ́ᾱ ‎(oikíā)  οἰκῐ́δῐος ‎(oikídios),,οἰκῐ́ζω ‎(oikízō)  οἰκῐ́ον ‎(oikíon)  οἴκισῐς ‎(oíkisis)  οἰκῐ́σκος ‎(oikískos),,οἴκοθεν ‎(oíkothen)  οἴκοι ‎(oíkoi)  οἶκόνδε ‎(oîkónde)  οἴκοσε ‎(oíkose)
