0,1,2,3,4
Case / #,Singular,Dual,Plural,
Nominative,φρόνησῐς,φρονήσει,φρονήσεις,
Genitive,φρονήσεως,φρονησέοιν,φρονήσεων,
Dative,φρονήσει,φρονησέοιν,φρονήσεσῐ(ν),
Accusative,φρόνησῐν,φρονήσει,φρονήσεις,
Vocative,φρόνησῐ,φρονήσει,φρονήσεις,
,,,,
Dialectal forms:,,,,
Notes:,,,,
Case / #,Singular,Dual,Plural,
Nominative,φρόνησῐς,φρονήσιε,φρονήσιες,
Genitive,φρονήσιος,φρονησίοιν,φρονησίων,
Dative,"φρονήσῑ, φρονήσει",φρονησίοιν,"φρονήσῐσῐ(ν), φρονησίεσῐ(ν), φρονήσεσῐ(ν)",
Accusative,φρόνησῐν,φρονήσιε,"φρονήσῑς, φρονήσιᾰς",
Vocative,φρόνησῐ,φρονήσιε,φρονήσιες,
,,,,
Dialectal forms:,,,,
Notes:,,,,
αὐτοφρόνησις ‎(autophrónēsis)  φιλοφρόνησις ‎(philophrónēsis),,καταφρόνησις ‎(kataphrónēsis)  περιφρόνησις ‎(periphrónēsis),,συμφρόνησις ‎(sumphrónēsis)  ὑπερφρόνησις ‎(huperphrónēsis)
