0,1,2,3
"From Proto-Indo-European: Latin tego ‎(“I cover”), German Decke ‎(“roof”), English thatch.",,,
Case / #,Singular,Dual,Plural
Nominative,τὸ στέγος,τὼ στέγεε,τᾰ̀ στέγεᾰ
Genitive,τοῦ στέγεος,τοῖν στεγέοιν,τῶν στεγέων
Dative,τῷ στέγεῐ̈,τοῖν στεγέοιν,τοῖς στέγεσῐ(ν)
Accusative,τὸ στέγος,τὼ στέγεε,τᾰ̀ στέγεᾰ
Vocative,στέγος,στέγεε,στέγεᾰ
Notes:,"This table gives Attic inflectional endings. For declension in dialects other than Attic, see Appendix:Ancient Greek dialectal declension.",,
Case / #,Singular,Dual,Plural
Nominative,τὸ στέγος,τὼ στέγει,τᾰ̀ στέγη
Genitive,τοῦ στέγους,τοῖν στεγοῖν,τῶν στεγῶν
Dative,τῷ στέγει,τοῖν στεγοῖν,τοῖς στέγεσῐ(ν)
Accusative,τὸ στέγος,τὼ στέγει,τᾰ̀ στέγη
Vocative,στέγος,στέγει,στέγη
Notes:,"This table gives Attic inflectional endings. For declension in dialects other than Attic, see Appendix:Ancient Greek dialectal declension.",,
