0,1,2,3
Case / #,Singular,Dual,Plural
Nominative,ἡ ὕαινᾰ,τὼ ὑαίνᾱ,αἱ ὕαιναι
Genitive,τῆς ὑαίνης,τοῖν ὑαίναιν,τῶν ὑαινῶν
Dative,τῇ ὑαίνῃ,τοῖν ὑαίναιν,ταῖς ὑαίναις
Accusative,τὴν ὕαινᾰν,τὼ ὑαίνᾱ,τὰς ὑαίνᾱς
Vocative,ὕαινᾰ,ὑαίνᾱ,ὕαιναι
,,,
Dialectal forms:,,,
Notes:,,,
Czech: hyena  Danish: hyæne  Dutch: hyena  English: hyena  Estonian: hüään  Finnish: hyeena  French: hyène  Georgian: ჰიენა ‎(hiena)  German: Hyäne  Greek: ύαινα ‎(ýaina)  Hungarian: hiéna  Icelandic: híena  Italian: iena  Japanese: ハイエナ,,Korean: 하이에나 ‎(haiena)  Latin: hyaena  Latvian: hiēna  Lithuanian: hiena  Norwegian: hyene  Polish: hiena  Portuguese: hiena  Romanian: hienă  Russian: гиена ‎(gijena)  Slovak: hyena  Slovenian: hijena  Spanish: hiena  Swedish: hyena,
