0,1
Case / #,Plural
Nominative,τᾰ̀ ὄργῐᾰ
Genitive,τῶν ὀργῐ́ων
Dative,τοῖς ὀργῐ́οις
Accusative,τᾰ̀ ὄργῐᾰ
Vocative,ὄργῐᾰ
Notes:,"This table gives Attic inflectional endings. For declension in dialects other than Attic, see Appendix:Ancient Greek dialectal declension."
