0,1,2,3,4,5,6,7,8,9
Number,Singular,,Dual,,Plural,,,,
Case / Gender,Masculine / Feminine,Neuter,,Masculine / Feminine,Neuter,,Masculine / Feminine,Neuter,
Nominative,ἐρᾰ́σμῐος,ἐρᾰ́σμῐον,,ἐρᾰσμῐ́ω,ἐρᾰσμῐ́ω,,ἐρᾰ́σμῐοι,ἐρᾰ́σμῐα,
Genitive,ἐρᾰσμῐ́ου,ἐρᾰσμῐ́ου,,ἐρᾰσμῐ́οιν,ἐρᾰσμῐ́οιν,,ἐρᾰσμῐ́ων,ἐρᾰσμῐ́ων,
Dative,ἐρᾰσμῐ́ῳ,ἐρᾰσμῐ́ῳ,,ἐρᾰσμῐ́οιν,ἐρᾰσμῐ́οιν,,ἐρᾰσμῐ́οις,ἐρᾰσμῐ́οις,
Accusative,ἐρᾰ́σμῐον,ἐρᾰ́σμῐον,,ἐρᾰσμῐ́ω,ἐρᾰσμῐ́ω,,ἐρᾰσμῐ́ους,ἐρᾰ́σμῐα,
Vocative,ἐρᾰ́σμῐε,ἐρᾰ́σμῐον,,ἐρᾰσμῐ́ω,ἐρᾰσμῐ́ω,,ἐρᾰ́σμῐοι,ἐρᾰ́σμῐα,
,,,,,,,,,
Number,Singular,Dual,Plural,,,,,,
Case / Gender,Masculine,Feminine,Neuter,Masculine,Feminine,Neuter,Masculine,Feminine,Neuter
Nominative,ἐρᾰ́σμῐος,ἐρᾰσμῐ́η,ἐρᾰ́σμῐον,ἐρᾰσμῐ́ω,ἐρᾰσμῐ́α,ἐρᾰσμῐ́ω,ἐρᾰ́σμῐοι,ἐρᾰ́σμῐαι,ἐρᾰ́σμῐα
Genitive,ἐρᾰσμῐ́ου,ἐρᾰσμῐ́ης,ἐρᾰσμῐ́ου,ἐρᾰσμῐ́οιν,ἐρᾰσμῐ́αιν,ἐρᾰσμῐ́οιν,ἐρᾰσμῐ́ων,ἐρᾰσμῐ́ων,ἐρᾰσμῐ́ων
Dative,ἐρᾰσμῐ́ῳ,ἐρᾰσμῐ́ῃ,ἐρᾰσμῐ́ῳ,ἐρᾰσμῐ́οιν,ἐρᾰσμῐ́αιν,ἐρᾰσμῐ́οιν,ἐρᾰσμῐ́οις,ἐρᾰσμῐ́αις,ἐρᾰσμῐ́οις
Accusative,ἐρᾰ́σμῐον,ἐρᾰσμῐ́ην,ἐρᾰ́σμῐον,ἐρᾰσμῐ́ω,ἐρᾰσμῐ́α,ἐρᾰσμῐ́ω,ἐρᾰσμῐ́ους,ἐρᾰσμῐ́ας,ἐρᾰ́σμῐα
Vocative,ἐρᾰ́σμῐε,ἐρᾰσμῐ́η,ἐρᾰ́σμῐον,ἐρᾰσμῐ́ω,ἐρᾰσμῐ́α,ἐρᾰσμῐ́ω,ἐρᾰ́σμῐοι,ἐρᾰ́σμῐαι,ἐρᾰ́σμῐα
,,,,,,,,,
