0,1,2,3,4
Audio,,(file),,
Singular,Masculine,Feminine,,
basic singular triptote,singular triptote in ـَة ‎(-a),,,
Indefinite,Definite,Indefinite,Definite,
Informal,وَسِخwasiḵ,الْوَسِخal-wasiḵ,وَسِخَةwasiḵa,الْوَسِخَةal-wasiḵa
Nominative,وَسِخٌwasiḵun,الْوَسِخُal-wasiḵu,وَسِخَةٌwasiḵatun,الْوَسِخَةُal-wasiḵatu
Accusative,وَسِخًاwasiḵan,الْوَسِخَal-wasiḵa,وَسِخَةًwasiḵatan,الْوَسِخَةَal-wasiḵata
Genitive,وَسِخٍwasiḵin,الْوَسِخِal-wasiḵi,وَسِخَةٍwasiḵatin,الْوَسِخَةِal-wasiḵati
Dual,Masculine,Feminine,,
Indefinite,Definite,Indefinite,Definite,
Informal,وَسِخَيْنwasiḵayn,الْوَسِخَيْنal-wasiḵayn,وَسِخَتَيْنwasiḵatayn,الْوَسِخَتَيْنal-wasiḵatayn
Nominative,وَسِخَانِwasiḵāni,الْوَسِخَانِal-wasiḵāni,وَسِخَتَانِwasiḵatāni,الْوَسِخَتَانِal-wasiḵatāni
Accusative,وَسِخَيْنِwasiḵayni,الْوَسِخَيْنِal-wasiḵayni,وَسِخَتَيْنِwasiḵatayni,الْوَسِخَتَيْنِal-wasiḵatayni
Genitive,وَسِخَيْنِwasiḵayni,الْوَسِخَيْنِal-wasiḵayni,وَسِخَتَيْنِwasiḵatayni,الْوَسِخَتَيْنِal-wasiḵatayni
Plural,Masculine,Feminine,,
plural unknown,sound feminine plural,,,
Indefinite,Definite,Indefinite,Definite,
Informal,??,??,وَسِخَاتwasiḵāt,الْوَسِخَاتal-wasiḵāt
Nominative,??,??,وَسِخَاتٌwasiḵātun,الْوَسِخَاتُal-wasiḵātu
Accusative,??,??,وَسِخَاتٍwasiḵātin,الْوَسِخَاتِal-wasiḵāti
Genitive,??,??,وَسِخَاتٍwasiḵātin,الْوَسِخَاتِal-wasiḵāti
