0,1,2,3,4,5,6,7,8,9
verbal nounالْمَصْدَر,فَصَاحَةfaṣāḥa,,,,,,,,
active participleاِسْم الْفَاعِل,فَاصِحfāṣiḥ,,,,,,,,
active voiceالْفِعْل الْمَعْلُوم,,,,,,,,,
,singularالْمُفْرَد,,dualالْمُثَنَّى,,pluralالْجَمْع,,,,
,1st personالْمُتَكَلِّم,2nd personالْمُخَاطَب,3rd personالْغَائِب,2nd personالْمُخَاطَب,3rd personالْغَائِب,1st personالْمُتَكَلِّم,2nd personالْمُخَاطَب,3rd personالْغَائِب,
past (perfect) indicativeالْمَاضِي,m,فَصُحْتُfaṣuḥtu,فَصُحْتَfaṣuḥta,فَصُحَfaṣuḥa,فَصُحْتُمَاfaṣuḥtumā,فَصُحَاfaṣuḥā,فَصُحْنَاfaṣuḥnā,فَصُحْتُمْfaṣuḥtum,فَصُحُواfaṣuḥū
f,فَصُحْتِfaṣuḥti,فَصُحَتْfaṣuḥat,فَصُحَتَاfaṣuḥatā,فَصُحْتُنَّfaṣuḥtunna,فَصُحْنَfaṣuḥna,,,,
non-past (imperfect) indicativeالْمُضَارِع,m,أَفْصُحُʾafṣuḥu,تَفْصُحُtafṣuḥu,يَفْصُحُyafṣuḥu,تَفْصُحَانِtafṣuḥāni,يَفْصُحَانِyafṣuḥāni,نَفْصُحُnafṣuḥu,تَفْصُحُونَtafṣuḥūna,يَفْصُحُونَyafṣuḥūna
f,تَفْصُحِينَtafṣuḥīna,تَفْصُحُtafṣuḥu,تَفْصُحَانِtafṣuḥāni,تَفْصُحْنَtafṣuḥna,يَفْصُحْنَyafṣuḥna,,,,
subjunctiveالْمُضَارِع الْمَنْصُوب,m,أَفْصُحَʾafṣuḥa,تَفْصُحَtafṣuḥa,يَفْصُحَyafṣuḥa,تَفْصُحَاtafṣuḥā,يَفْصُحَاyafṣuḥā,نَفْصُحَnafṣuḥa,تَفْصُحُوtafṣuḥū,يَفْصُحُوyafṣuḥū
f,تَفْصُحِيtafṣuḥī,تَفْصُحَtafṣuḥa,تَفْصُحَاtafṣuḥā,تَفْصُحْنَtafṣuḥna,يَفْصُحْنَyafṣuḥna,,,,
jussiveالْمُضَارِع الْمَجْزُوم,m,أَفْصُحْʾafṣuḥ,تَفْصُحْtafṣuḥ,يَفْصُحْyafṣuḥ,تَفْصُحَاtafṣuḥā,يَفْصُحَاyafṣuḥā,نَفْصُحْnafṣuḥ,تَفْصُحُوtafṣuḥū,يَفْصُحُوyafṣuḥū
f,تَفْصُحِيtafṣuḥī,تَفْصُحْtafṣuḥ,تَفْصُحَاtafṣuḥā,تَفْصُحْنَtafṣuḥna,يَفْصُحْنَyafṣuḥna,,,,
imperativeالْأَمْر,m,,اُفْصُحْufṣuḥ,,اُفْصُحَاufṣuḥā,,,اُفْصُحُوufṣuḥū,
f,اُفْصُحِيufṣuḥī,اُفْصُحْنَufṣuḥna,,,,,,,
Singular,Masculine,Feminine,,,,,,,
basic singular triptote,singular triptote in ـَة ‎(-a),,,,,,,,
Indefinite,Definite,Indefinite,Definite,,,,,,
Informal,فَصْحfaṣḥ,الْفَصْحal-faṣḥ,فَصْحَةfaṣḥa,الْفَصْحَةal-faṣḥa,,,,,
Nominative,فَصْحٌfaṣḥun,الْفَصْحُal-faṣḥu,فَصْحَةٌfaṣḥatun,الْفَصْحَةُal-faṣḥatu,,,,,
Accusative,فَصْحًاfaṣḥan,الْفَصْحَal-faṣḥa,فَصْحَةًfaṣḥatan,الْفَصْحَةَal-faṣḥata,,,,,
Genitive,فَصْحٍfaṣḥin,الْفَصْحِal-faṣḥi,فَصْحَةٍfaṣḥatin,الْفَصْحَةِal-faṣḥati,,,,,
Dual,Masculine,Feminine,,,,,,,
Indefinite,Definite,Indefinite,Definite,,,,,,
Informal,فَصْحَيْنfaṣḥayn,الْفَصْحَيْنal-faṣḥayn,فَصْحَتَيْنfaṣḥatayn,الْفَصْحَتَيْنal-faṣḥatayn,,,,,
Nominative,فَصْحَانِfaṣḥāni,الْفَصْحَانِal-faṣḥāni,فَصْحَتَانِfaṣḥatāni,الْفَصْحَتَانِal-faṣḥatāni,,,,,
Accusative,فَصْحَيْنِfaṣḥayni,الْفَصْحَيْنِal-faṣḥayni,فَصْحَتَيْنِfaṣḥatayni,الْفَصْحَتَيْنِal-faṣḥatayni,,,,,
Genitive,فَصْحَيْنِfaṣḥayni,الْفَصْحَيْنِal-faṣḥayni,فَصْحَتَيْنِfaṣḥatayni,الْفَصْحَتَيْنِal-faṣḥatayni,,,,,
Plural,Masculine,Feminine,,,,,,,
basic broken plural diptote‎; basic broken plural triptote,sound feminine plural,,,,,,,,
Indefinite,Definite,Indefinite,Definite,,,,,,
Informal,فُصَحَاء‎; فِصَاح‎; فُصُحfuṣaḥāʾ‎; fiṣāḥ‎; fuṣuḥ,الْفُصَحَاء‎; الْفِصَاح‎; الْفُصُحal-fuṣaḥāʾ‎; al-fiṣāḥ‎; al-fuṣuḥ,فَصْحَاتfaṣḥāt,الْفَصْحَاتal-faṣḥāt,,,,,
Nominative,فُصَحَاءُ‎; فِصَاحٌ‎; فُصُحٌfuṣaḥāʾu‎; fiṣāḥun‎; fuṣuḥun,الْفُصَحَاءُ‎; الْفِصَاحُ‎; الْفُصُحُal-fuṣaḥāʾu‎; al-fiṣāḥu‎; al-fuṣuḥu,فَصْحَاتٌfaṣḥātun,الْفَصْحَاتُal-faṣḥātu,,,,,
