0,1,2,3,4
Audio,,(file),,
Singular,Masculine,Feminine,,
basic singular triptote,singular triptote in ـَة ‎(-a),,,
Indefinite,Definite,Indefinite,Definite,
Informal,وَاجِبwājib,الْوَاجِبal-wājib,وَاجِبَةwājiba,الْوَاجِبَةal-wājiba
Nominative,وَاجِبٌwājibun,الْوَاجِبُal-wājibu,وَاجِبَةٌwājibatun,الْوَاجِبَةُal-wājibatu
Accusative,وَاجِبًاwājiban,الْوَاجِبَal-wājiba,وَاجِبَةًwājibatan,الْوَاجِبَةَal-wājibata
Genitive,وَاجِبٍwājibin,الْوَاجِبِal-wājibi,وَاجِبَةٍwājibatin,الْوَاجِبَةِal-wājibati
Dual,Masculine,Feminine,,
Indefinite,Definite,Indefinite,Definite,
Informal,وَاجِبَيْنwājibayn,الْوَاجِبَيْنal-wājibayn,وَاجِبَتَيْنwājibatayn,الْوَاجِبَتَيْنal-wājibatayn
Nominative,وَاجِبَانِwājibāni,الْوَاجِبَانِal-wājibāni,وَاجِبَتَانِwājibatāni,الْوَاجِبَتَانِal-wājibatāni
Accusative,وَاجِبَيْنِwājibayni,الْوَاجِبَيْنِal-wājibayni,وَاجِبَتَيْنِwājibatayni,الْوَاجِبَتَيْنِal-wājibatayni
Genitive,وَاجِبَيْنِwājibayni,الْوَاجِبَيْنِal-wājibayni,وَاجِبَتَيْنِwājibatayni,الْوَاجِبَتَيْنِal-wājibatayni
Plural,Masculine,Feminine,,
plural unknown,sound feminine plural,,,
Indefinite,Definite,Indefinite,Definite,
Informal,??,??,وَاجِبَاتwājibāt,الْوَاجِبَاتal-wājibāt
Nominative,??,??,وَاجِبَاتٌwājibātun,الْوَاجِبَاتُal-wājibātu
Accusative,??,??,وَاجِبَاتٍwājibātin,الْوَاجِبَاتِal-wājibāti
Genitive,??,??,وَاجِبَاتٍwājibātin,الْوَاجِبَاتِal-wājibāti
Singular,basic singular triptote,,,
Indefinite,Definite,Construct,,
Informal,وَاجِبwājib,الْوَاجِبal-wājib,وَاجِبwājib,
Nominative,وَاجِبٌwājibun,الْوَاجِبُal-wājibu,وَاجِبُwājibu,
Accusative,وَاجِبًاwājiban,الْوَاجِبَal-wājiba,وَاجِبَwājiba,
Genitive,وَاجِبٍwājibin,الْوَاجِبِal-wājibi,وَاجِبِwājibi,
Dual,Indefinite,Definite,Construct,
Informal,وَاجِبَيْنwājibayn,الْوَاجِبَيْنal-wājibayn,وَاجِبَيْwājibay,
Nominative,وَاجِبَانِwājibāni,الْوَاجِبَانِal-wājibāni,وَاجِبَاwājibā,
Accusative,وَاجِبَيْنِwājibayni,الْوَاجِبَيْنِal-wājibayni,وَاجِبَيْwājibay,
Genitive,وَاجِبَيْنِwājibayni,الْوَاجِبَيْنِal-wājibayni,وَاجِبَيْwājibay,
Plural,sound feminine plural‎; basic broken plural diptote,,,
Indefinite,Definite,Construct,,
Informal,وَاجِبَات‎; وَجَائِبwājibāt‎; wajāʾib,الْوَاجِبَات‎; الْوَجَائِبal-wājibāt‎; al-wajāʾib,وَاجِبَات‎; وَجَائِبwājibāt‎; wajāʾib,
Nominative,وَاجِبَاتٌ‎; وَجَائِبُwājibātun‎; wajāʾibu,الْوَاجِبَاتُ‎; الْوَجَائِبُal-wājibātu‎; al-wajāʾibu,وَاجِبَاتُ‎; وَجَائِبُwājibātu‎; wajāʾibu,
Accusative,وَاجِبَاتٍ‎; وَجَائِبَwājibātin‎; wajāʾiba,الْوَاجِبَاتِ‎; الْوَجَائِبَal-wājibāti‎; al-wajāʾiba,وَاجِبَاتِ‎; وَجَائِبَwājibāti‎; wajāʾiba,
Genitive,وَاجِبَاتٍ‎; وَجَائِبَwājibātin‎; wajāʾiba,الْوَاجِبَاتِ‎; الْوَجَائِبِal-wājibāti‎; al-wajāʾibi,وَاجِبَاتِ‎; وَجَائِبِwājibāti‎; wajāʾibi,
