0,1,2,3
Singulative,singulative triptote in ـَة ‎(-a),,
Indefinite,Definite,Construct,
Informal,وَرَقَةwaraqa,الْوَرَقَةal-waraqa,وَرَقَةwaraqat
Nominative,وَرَقَةٌwaraqatun,الْوَرَقَةُal-waraqatu,وَرَقَةُwaraqatu
Accusative,وَرَقَةًwaraqatan,الْوَرَقَةَal-waraqata,وَرَقَةَwaraqata
Genitive,وَرَقَةٍwaraqatin,الْوَرَقَةِal-waraqati,وَرَقَةِwaraqati
Collective,basic collective triptote,,
Indefinite,Definite,Construct,
Informal,وَرَقwaraq,الْوَرَقal-waraq,وَرَقwaraq
Nominative,وَرَقٌwaraqun,الْوَرَقُal-waraqu,وَرَقُwaraqu
Accusative,وَرَقًاwaraqan,الْوَرَقَal-waraqa,وَرَقَwaraqa
Genitive,وَرَقٍwaraqin,الْوَرَقِal-waraqi,وَرَقِwaraqi
Dual,Indefinite,Definite,Construct
Informal,وَرَقَتَيْنwaraqatayn,الْوَرَقَتَيْنal-waraqatayn,وَرَقَتَيْwaraqatay
Nominative,وَرَقَتَانِwaraqatāni,الْوَرَقَتَانِal-waraqatāni,وَرَقَتَاwaraqatā
Accusative,وَرَقَتَيْنِwaraqatayni,الْوَرَقَتَيْنِal-waraqatayni,وَرَقَتَيْwaraqatay
Genitive,وَرَقَتَيْنِwaraqatayni,الْوَرَقَتَيْنِal-waraqatayni,وَرَقَتَيْwaraqatay
Paucal (3-10),sound feminine paucal,,
Indefinite,Definite,Construct,
Informal,وَرَقَاتwaraqāt,الْوَرَقَاتal-waraqāt,وَرَقَاتwaraqāt
Nominative,وَرَقَاتٌwaraqātun,الْوَرَقَاتُal-waraqātu,وَرَقَاتُwaraqātu
Accusative,وَرَقَاتٍwaraqātin,الْوَرَقَاتِal-waraqāti,وَرَقَاتِwaraqāti
Genitive,وَرَقَاتٍwaraqātin,الْوَرَقَاتِal-waraqāti,وَرَقَاتِwaraqāti
Plural of variety,basic broken plural triptote,,
Indefinite,Definite,Construct,
Informal,أَوْرَاقʾawrāq,الْأَوْرَاقal-ʾawrāq,أَوْرَاقʾawrāq
Nominative,أَوْرَاقٌʾawrāqun,الْأَوْرَاقُal-ʾawrāqu,أَوْرَاقُʾawrāqu
Accusative,أَوْرَاقًاʾawrāqan,الْأَوْرَاقَal-ʾawrāqa,أَوْرَاقَʾawrāqa
Genitive,أَوْرَاقٍʾawrāqin,الْأَوْرَاقِal-ʾawrāqi,أَوْرَاقِʾawrāqi
