0,1,2,3,4,5,6,7,8,9
Singular,basic singular triptote,,,,,,,,
Indefinite,Definite,Construct,,,,,,,
Informal,عَبْدʿabd,الْعَبْدal-ʿabd,عَبْدʿabd,,,,,,
Nominative,عَبْدٌʿabdun,الْعَبْدُal-ʿabdu,عَبْدُʿabdu,,,,,,
Accusative,عَبْدًاʿabdan,الْعَبْدَal-ʿabda,عَبْدَʿabda,,,,,,
Genitive,عَبْدٍʿabdin,الْعَبْدِal-ʿabdi,عَبْدِʿabdi,,,,,,
Dual,Indefinite,Definite,Construct,,,,,,
Informal,عَبْدَيْنʿabdayn,الْعَبْدَيْنal-ʿabdayn,عَبْدَيْʿabday,,,,,,
Nominative,عَبْدَانِʿabdāni,الْعَبْدَانِal-ʿabdāni,عَبْدَاʿabdā,,,,,,
Accusative,عَبْدَيْنِʿabdayni,الْعَبْدَيْنِal-ʿabdayni,عَبْدَيْʿabday,,,,,,
Genitive,عَبْدَيْنِʿabdayni,الْعَبْدَيْنِal-ʿabdayni,عَبْدَيْʿabday,,,,,,
Plural,basic broken plural triptote,,,,,,,,
Indefinite,Definite,Construct,,,,,,,
Informal,عَبِيد‎; عُبْدَانʿabīd‎; ʿubdān,الْعَبِيد‎; الْعُبْدَانal-ʿabīd‎; al-ʿubdān,عَبِيد‎; عُبْدَانʿabīd‎; ʿubdān,,,,,,
Nominative,عَبِيدٌ‎; عُبْدَانٌʿabīdun‎; ʿubdānun,الْعَبِيدُ‎; الْعُبْدَانُal-ʿabīdu‎; al-ʿubdānu,عَبِيدُ‎; عُبْدَانُʿabīdu‎; ʿubdānu,,,,,,
Accusative,عَبِيدًا‎; عُبْدَانًاʿabīdan‎; ʿubdānan,الْعَبِيدَ‎; الْعُبْدَانَal-ʿabīda‎; al-ʿubdāna,عَبِيدَ‎; عُبْدَانَʿabīda‎; ʿubdāna,,,,,,
Genitive,عَبِيدٍ‎; عُبْدَانٍʿabīdin‎; ʿubdānin,الْعَبِيدِ‎; الْعُبْدَانِal-ʿabīdi‎; al-ʿubdāni,عَبِيدِ‎; عُبْدَانِʿabīdi‎; ʿubdāni,,,,,,
Singular,basic singular triptote,,,,,,,,
Indefinite,Definite,Construct,,,,,,,
Informal,عَبْدʿabd,الْعَبْدal-ʿabd,عَبْدʿabd,,,,,,
Nominative,عَبْدٌʿabdun,الْعَبْدُal-ʿabdu,عَبْدُʿabdu,,,,,,
Accusative,عَبْدًاʿabdan,الْعَبْدَal-ʿabda,عَبْدَʿabda,,,,,,
Genitive,عَبْدٍʿabdin,الْعَبْدِal-ʿabdi,عَبْدِʿabdi,,,,,,
Dual,Indefinite,Definite,Construct,,,,,,
Informal,عَبْدَيْنʿabdayn,الْعَبْدَيْنal-ʿabdayn,عَبْدَيْʿabday,,,,,,
Nominative,عَبْدَانِʿabdāni,الْعَبْدَانِal-ʿabdāni,عَبْدَاʿabdā,,,,,,
Accusative,عَبْدَيْنِʿabdayni,الْعَبْدَيْنِal-ʿabdayni,عَبْدَيْʿabday,,,,,,
Genitive,عَبْدَيْنِʿabdayni,الْعَبْدَيْنِal-ʿabdayni,عَبْدَيْʿabday,,,,,,
Plural,basic broken plural triptote,,,,,,,,
Indefinite,Definite,Construct,,,,,,,
Informal,عِبَادʿibād,الْعِبَادal-ʿibād,عِبَادʿibād,,,,,,
Nominative,عِبَادٌʿibādun,الْعِبَادُal-ʿibādu,عِبَادُʿibādu,,,,,,
Accusative,عِبَادًاʿibādan,الْعِبَادَal-ʿibāda,عِبَادَʿibāda,,,,,,
Genitive,عِبَادٍʿibādin,الْعِبَادِal-ʿibādi,عِبَادِʿibādi,,,,,,
verbal nounsالْمَصَادِر,عِبَادَة or عُبُودَة or عُبُودِيَّةʿibāda or ʿubūda or ʿubūdiyya,,,,,,,,
active participleاِسْم الْفَاعِل,عَابِدʿābid,,,,,,,,
passive participleاِسْم الْامَفْعُول,مَعْبُودmaʿbūd,,,,,,,,
active voiceالْفِعْل الْمَعْلُوم,,,,,,,,,
,singularالْمُفْرَد,,dualالْمُثَنَّى,,pluralالْجَمْع,,,,
,1st personالْمُتَكَلِّم,2nd personالْمُخَاطَب,3rd personالْغَائِب,2nd personالْمُخَاطَب,3rd personالْغَائِب,1st personالْمُتَكَلِّم,2nd personالْمُخَاطَب,3rd personالْغَائِب,
past (perfect) indicativeالْمَاضِي,m,عَبَدْتُʿabadtu,عَبَدْتَʿabadta,عَبَدَʿabada,عَبَدْتُمَاʿabadtumā,عَبَدَاʿabadā,عَبَدْنَاʿabadnā,عَبَدْتُمْʿabadtum,عَبَدُواʿabadū
f,عَبَدْتِʿabadti,عَبَدَتْʿabadat,عَبَدَتَاʿabadatā,عَبَدْتُنَّʿabadtunna,عَبَدْنَʿabadna,,,,
non-past (imperfect) indicativeالْمُضَارِع,m,أَعْبُدُʾaʿbudu,تَعْبُدُtaʿbudu,يَعْبُدُyaʿbudu,تَعْبُدَانِtaʿbudāni,يَعْبُدَانِyaʿbudāni,نَعْبُدُnaʿbudu,تَعْبُدُونَtaʿbudūna,يَعْبُدُونَyaʿbudūna
f,تَعْبُدِينَtaʿbudīna,تَعْبُدُtaʿbudu,تَعْبُدَانِtaʿbudāni,تَعْبُدْنَtaʿbudna,يَعْبُدْنَyaʿbudna,,,,
subjunctiveالْمُضَارِع الْمَنْصُوب,m,أَعْبُدَʾaʿbuda,تَعْبُدَtaʿbuda,يَعْبُدَyaʿbuda,تَعْبُدَاtaʿbudā,يَعْبُدَاyaʿbudā,نَعْبُدَnaʿbuda,تَعْبُدُوtaʿbudū,يَعْبُدُوyaʿbudū
f,تَعْبُدِيtaʿbudī,تَعْبُدَtaʿbuda,تَعْبُدَاtaʿbudā,تَعْبُدْنَtaʿbudna,يَعْبُدْنَyaʿbudna,,,,
