0,1,2,3
Audio,,(file),
Singular,basic singular triptote,,
Indefinite,Definite,Construct,
Informal,يَوْمyawm,الْيَوْمal-yawm,يَوْمyawm
Nominative,يَوْمٌyawmun,الْيَوْمُal-yawmu,يَوْمُyawmu
Accusative,يَوْمًاyawman,الْيَوْمَal-yawma,يَوْمَyawma
Genitive,يَوْمٍyawmin,الْيَوْمِal-yawmi,يَوْمِyawmi
Dual,Indefinite,Definite,Construct
Informal,يَوْمَيْنyawmayn,الْيَوْمَيْنal-yawmayn,يَوْمَيْyawmay
Nominative,يَوْمَانِyawmāni,الْيَوْمَانِal-yawmāni,يَوْمَاyawmā
Accusative,يَوْمَيْنِyawmayni,الْيَوْمَيْنِal-yawmayni,يَوْمَيْyawmay
Genitive,يَوْمَيْنِyawmayni,الْيَوْمَيْنِal-yawmayni,يَوْمَيْyawmay
Plural,basic broken plural triptote,,
Indefinite,Definite,Construct,
Informal,أَيَّامʾayyām,الْأَيَّامal-ʾayyām,أَيَّامʾayyām
Nominative,أَيَّامٌʾayyāmun,الْأَيَّامُal-ʾayyāmu,أَيَّامُʾayyāmu
Accusative,أَيَّامًاʾayyāman,الْأَيَّامَal-ʾayyāma,أَيَّامَʾayyāma
Genitive,أَيَّامٍʾayyāmin,الْأَيَّامِal-ʾayyāmi,أَيَّامِʾayyāmi
