0,1,2,3,4,5,6,7,8,9
verbal nounالْمَصْدَر,?,,,,,,,,
active participleاِسْم الْفَاعِل,سَاخِنsāḵin,,,,,,,,
passive participleاِسْم الْامَفْعُول,مَسْخُونmasḵūn,,,,,,,,
active voiceالْفِعْل الْمَعْلُوم,,,,,,,,,
,singularالْمُفْرَد,,dualالْمُثَنَّى,,pluralالْجَمْع,,,,
,1st personالْمُتَكَلِّم,2nd personالْمُخَاطَب,3rd personالْغَائِب,2nd personالْمُخَاطَب,3rd personالْغَائِب,1st personالْمُتَكَلِّم,2nd personالْمُخَاطَب,3rd personالْغَائِب,
past (perfect) indicativeالْمَاضِي,m,سَخَنْتُ or سَخِنْتُ or سَخُنْتُsaḵantu or saḵintu or saḵuntu,سَخَنْتَ or سَخِنْتَ or سَخُنْتَsaḵanta or saḵinta or saḵunta,سَخَنَ or سَخِنَ or سَخُنَsaḵana or saḵina or saḵuna,سَخَنْتُمَا or سَخِنْتُمَا or سَخُنْتُمَاsaḵantumā or saḵintumā or saḵuntumā,سَخَنَا or سَخِنَا or سَخُنَاsaḵanā or saḵinā or saḵunā,سَخَنَّا or سَخِنَّا or سَخُنَّاsaḵannā or saḵinnā or saḵunnā,سَخَنْتُمْ or سَخِنْتُمْ or سَخُنْتُمْsaḵantum or saḵintum or saḵuntum,سَخَنُوا or سَخِنُوا or سَخُنُواsaḵanū or saḵinū or saḵunū
f,سَخَنْتِ or سَخِنْتِ or سَخُنْتِsaḵanti or saḵinti or saḵunti,سَخَنَتْ or سَخِنَتْ or سَخُنَتْsaḵanat or saḵinat or saḵunat,سَخَنَتَا or سَخِنَتَا or سَخُنَتَاsaḵanatā or saḵinatā or saḵunatā,سَخَنْتُنَّ or سَخِنْتُنَّ or سَخُنْتُنَّsaḵantunna or saḵintunna or saḵuntunna,سَخَنَّ or سَخِنَّ or سَخُنَّsaḵanna or saḵinna or saḵunna,,,,
non-past (imperfect) indicativeالْمُضَارِع,m,أَسْخِنُ or أَسْخُنُʾasḵinu or ʾasḵunu,تَسْخِنُ or تَسْخُنُtasḵinu or tasḵunu,يَسْخِنُ or يَسْخُنُyasḵinu or yasḵunu,تَسْخِنَانِ or تَسْخُنَانِtasḵināni or tasḵunāni,يَسْخِنَانِ or يَسْخُنَانِyasḵināni or yasḵunāni,نَسْخِنُ or نَسْخُنُnasḵinu or nasḵunu,تَسْخِنُونَ or تَسْخُنُونَtasḵinūna or tasḵunūna,يَسْخِنُونَ or يَسْخُنُونَyasḵinūna or yasḵunūna
f,تَسْخِنِينَ or تَسْخُنِينَtasḵinīna or tasḵunīna,تَسْخِنُ or تَسْخُنُtasḵinu or tasḵunu,تَسْخِنَانِ or تَسْخُنَانِtasḵināni or tasḵunāni,تَسْخِنَّ or تَسْخُنَّtasḵinna or tasḵunna,يَسْخِنَّ or يَسْخُنَّyasḵinna or yasḵunna,,,,
subjunctiveالْمُضَارِع الْمَنْصُوب,m,أَسْخِنَ or أَسْخُنَʾasḵina or ʾasḵuna,تَسْخِنَ or تَسْخُنَtasḵina or tasḵuna,يَسْخِنَ or يَسْخُنَyasḵina or yasḵuna,تَسْخِنَا or تَسْخُنَاtasḵinā or tasḵunā,يَسْخِنَا or يَسْخُنَاyasḵinā or yasḵunā,نَسْخِنَ or نَسْخُنَnasḵina or nasḵuna,تَسْخِنُو or تَسْخُنُوtasḵinū or tasḵunū,يَسْخِنُو or يَسْخُنُوyasḵinū or yasḵunū
f,تَسْخِنِي or تَسْخُنِيtasḵinī or tasḵunī,تَسْخِنَ or تَسْخُنَtasḵina or tasḵuna,تَسْخِنَا or تَسْخُنَاtasḵinā or tasḵunā,تَسْخِنَّ or تَسْخُنَّtasḵinna or tasḵunna,يَسْخِنَّ or يَسْخُنَّyasḵinna or yasḵunna,,,,
