0,1,2,3,4,5,6
Singular,Masculine,Feminine,,,,
basic singular triptote,singular triptote in ـَة ‎(-a),,,,,
Indefinite,Definite,Indefinite,Definite,,,
Informal,عَارِفʿārif,الْعَارِفal-ʿārif,عَارِفَةʿārifa,الْعَارِفَةal-ʿārifa,,
Nominative,عَارِفٌʿārifun,الْعَارِفُal-ʿārifu,عَارِفَةٌʿārifatun,الْعَارِفَةُal-ʿārifatu,,
Accusative,عَارِفًاʿārifan,الْعَارِفَal-ʿārifa,عَارِفَةًʿārifatan,الْعَارِفَةَal-ʿārifata,,
Genitive,عَارِفٍʿārifin,الْعَارِفِal-ʿārifi,عَارِفَةٍʿārifatin,الْعَارِفَةِal-ʿārifati,,
Dual,Masculine,Feminine,,,,
Indefinite,Definite,Indefinite,Definite,,,
Informal,عَارِفَيْنʿārifayn,الْعَارِفَيْنal-ʿārifayn,عَارِفَتَيْنʿārifatayn,الْعَارِفَتَيْنal-ʿārifatayn,,
Nominative,عَارِفَانِʿārifāni,الْعَارِفَانِal-ʿārifāni,عَارِفَتَانِʿārifatāni,الْعَارِفَتَانِal-ʿārifatāni,,
Accusative,عَارِفَيْنِʿārifayni,الْعَارِفَيْنِal-ʿārifayni,عَارِفَتَيْنِʿārifatayni,الْعَارِفَتَيْنِal-ʿārifatayni,,
Genitive,عَارِفَيْنِʿārifayni,الْعَارِفَيْنِal-ʿārifayni,عَارِفَتَيْنِʿārifatayni,الْعَارِفَتَيْنِal-ʿārifatayni,,
Plural,Masculine,Feminine,,,,
plural unknown,sound feminine plural,,,,,
Indefinite,Definite,Indefinite,Definite,,,
Informal,??,??,عَارِفَاتʿārifāt,الْعَارِفَاتal-ʿārifāt,,
Nominative,??,??,عَارِفَاتٌʿārifātun,الْعَارِفَاتُal-ʿārifātu,,
Accusative,??,??,عَارِفَاتٍʿārifātin,الْعَارِفَاتِal-ʿārifāti,,
Genitive,??,??,عَارِفَاتٍʿārifātin,الْعَارِفَاتِal-ʿārifāti,,
Singular,Masculine,Feminine,,,,
basic singular triptote,singular triptote in ـَة ‎(-a),,,,,
Indefinite,Definite,Construct,Indefinite,Definite,Construct,
Informal,عَارِفʿārif,الْعَارِفal-ʿārif,عَارِفʿārif,عَارِفَةʿārifa,الْعَارِفَةal-ʿārifa,عَارِفَةʿārifat
Nominative,عَارِفٌʿārifun,الْعَارِفُal-ʿārifu,عَارِفُʿārifu,عَارِفَةٌʿārifatun,الْعَارِفَةُal-ʿārifatu,عَارِفَةُʿārifatu
Accusative,عَارِفًاʿārifan,الْعَارِفَal-ʿārifa,عَارِفَʿārifa,عَارِفَةًʿārifatan,الْعَارِفَةَal-ʿārifata,عَارِفَةَʿārifata
Genitive,عَارِفٍʿārifin,الْعَارِفِal-ʿārifi,عَارِفِʿārifi,عَارِفَةٍʿārifatin,الْعَارِفَةِal-ʿārifati,عَارِفَةِʿārifati
