0,1,2,3,4,5,6,7,8,9
Audio,,(file),,,,,,,
verbal nounsالْمَصَادِر,عَنْي or عِنَايَةʿany or ʿināya,,,,,,,,
active participleاِسْم الْفَاعِل,عَانٍʿānin,,,,,,,,
passive participleاِسْم الْامَفْعُول,مَعْنِيّmaʿniyy,,,,,,,,
active voiceالْفِعْل الْمَعْلُوم,,,,,,,,,
,singularالْمُفْرَد,,dualالْمُثَنَّى,,pluralالْجَمْع,,,,
,1st personالْمُتَكَلِّم,2nd personالْمُخَاطَب,3rd personالْغَائِب,2nd personالْمُخَاطَب,3rd personالْغَائِب,1st personالْمُتَكَلِّم,2nd personالْمُخَاطَب,3rd personالْغَائِب,
past (perfect) indicativeالْمَاضِي,m,عَنَيْتُʿanaytu,عَنَيْتَʿanayta,عَنَىʿanā,عَنَيْتُمَاʿanaytumā,عَنَيَاʿanayā,عَنَيْنَاʿanaynā,عَنَيْتُمْʿanaytum,عَنَوْاʿanaw
f,عَنَيْتِʿanayti,عَنَتْʿanat,عَنَتَاʿanatā,عَنَيْتُنَّʿanaytunna,عَنَيْنَʿanayna,,,,
non-past (imperfect) indicativeالْمُضَارِع,m,أَعْنِيʾaʿnī,تَعْنِيtaʿnī,يَعْنِيyaʿnī,تَعْنِيَانِtaʿniyāni,يَعْنِيَانِyaʿniyāni,نَعْنِيnaʿnī,تَعْنُونَtaʿnūna,يَعْنُونَyaʿnūna
f,تَعْنِينَtaʿnīna,تَعْنِيtaʿnī,تَعْنِيَانِtaʿniyāni,تَعْنِينَtaʿnīna,يَعْنِينَyaʿnīna,,,,
subjunctiveالْمُضَارِع الْمَنْصُوب,m,أَعْنِيَʾaʿniya,تَعْنِيَtaʿniya,يَعْنِيَyaʿniya,تَعْنِيَاtaʿniyā,يَعْنِيَاyaʿniyā,نَعْنِيَnaʿniya,تَعْنُواtaʿnū,يَعْنُواyaʿnū
f,تَعْنِيtaʿnī,تَعْنِيَtaʿniya,تَعْنِيَاtaʿniyā,تَعْنِينَtaʿnīna,يَعْنِينَyaʿnīna,,,,
jussiveالْمُضَارِع الْمَجْزُوم,m,أَعْنِʾaʿni,تَعْنِtaʿni,يَعْنِyaʿni,تَعْنِيَاtaʿniyā,يَعْنِيَاyaʿniyā,نَعْنِnaʿni,تَعْنُواtaʿnū,يَعْنُواyaʿnū
f,تَعْنِيtaʿnī,تَعْنِtaʿni,تَعْنِيَاtaʿniyā,تَعْنِينَtaʿnīna,يَعْنِينَyaʿnīna,,,,
imperativeالْأَمْر,m,,اِعْنِiʿni,,اِعْنِيَاiʿniyā,,,اِعْنُواiʿnū,
f,اِعْنِيiʿnī,اِعْنِينَiʿnīna,,,,,,,
passive voiceالْفِعْل الْمَجْهُول,,,,,,,,,
,singularالْمُفْرَد,,dualالْمُثَنَّى,,pluralالْجَمْع,,,,
