0,1,2,3,4
Singular,Masculine,Feminine,,
basic singular triptote,singular triptote in ـَة ‎(-a),,,
Indefinite,Definite,Indefinite,Definite,
Informal,وَرْدِيwardī,الْوَرْدِيal-wardī,وَرْدِيَّةwardiyya,الْوَرْدِيَّةal-wardiyya
Nominative,وَرْدِيٌّwardiyyun,الْوَرْدِيُّal-wardiyyu,وَرْدِيَّةٌwardiyyatun,الْوَرْدِيَّةُal-wardiyyatu
Accusative,وَرْدِيًّاwardiyyan,الْوَرْدِيَّal-wardiyya,وَرْدِيَّةًwardiyyatan,الْوَرْدِيَّةَal-wardiyyata
Genitive,وَرْدِيٍّwardiyyin,الْوَرْدِيِّal-wardiyyi,وَرْدِيَّةٍwardiyyatin,الْوَرْدِيَّةِal-wardiyyati
Dual,Masculine,Feminine,,
Indefinite,Definite,Indefinite,Definite,
Informal,وَرْدِيَّيْنwardiyyayn,الْوَرْدِيَّيْنal-wardiyyayn,وَرْدِيَّتَيْنwardiyyatayn,الْوَرْدِيَّتَيْنal-wardiyyatayn
Nominative,وَرْدِيَّانِwardiyyāni,الْوَرْدِيَّانِal-wardiyyāni,وَرْدِيَّتَانِwardiyyatāni,الْوَرْدِيَّتَانِal-wardiyyatāni
Accusative,وَرْدِيَّيْنِwardiyyayni,الْوَرْدِيَّيْنِal-wardiyyayni,وَرْدِيَّتَيْنِwardiyyatayni,الْوَرْدِيَّتَيْنِal-wardiyyatayni
Genitive,وَرْدِيَّيْنِwardiyyayni,الْوَرْدِيَّيْنِal-wardiyyayni,وَرْدِيَّتَيْنِwardiyyatayni,الْوَرْدِيَّتَيْنِal-wardiyyatayni
Plural,Masculine,Feminine,,
sound masculine plural,sound feminine plural,,,
Indefinite,Definite,Indefinite,Definite,
Informal,وَرْدِيِّينwardiyyīn,الْوَرْدِيِّينal-wardiyyīn,وَرْدِيَّاتwardiyyāt,الْوَرْدِيَّاتal-wardiyyāt
Nominative,وَرْدِيُّونَwardiyyūna,الْوَرْدِيُّونَal-wardiyyūna,وَرْدِيَّاتٌwardiyyātun,الْوَرْدِيَّاتُal-wardiyyātu
Accusative,وَرْدِيِّينَwardiyyīna,الْوَرْدِيِّينَal-wardiyyīna,وَرْدِيَّاتٍwardiyyātin,الْوَرْدِيَّاتِal-wardiyyāti
Genitive,وَرْدِيِّينَwardiyyīna,الْوَرْدِيِّينَal-wardiyyīna,وَرْدِيَّاتٍwardiyyātin,الْوَرْدِيَّاتِal-wardiyyāti
