0,1,2,3,4,5,6,7,8,9
verbal nounالْمَصْدَر,رِوَايَةriwāya,,,,,,,,
active participleاِسْم الْفَاعِل,رَاوٍrāwin,,,,,,,,
passive participleاِسْم الْامَفْعُول,مَرْوِيّmarwiyy,,,,,,,,
active voiceالْفِعْل الْمَعْلُوم,,,,,,,,,
,singularالْمُفْرَد,,dualالْمُثَنَّى,,pluralالْجَمْع,,,,
,1st personالْمُتَكَلِّم,2nd personالْمُخَاطَب,3rd personالْغَائِب,2nd personالْمُخَاطَب,3rd personالْغَائِب,1st personالْمُتَكَلِّم,2nd personالْمُخَاطَب,3rd personالْغَائِب,
past (perfect) indicativeالْمَاضِي,m,رَوَيْتُrawaytu,رَوَيْتَrawayta,رَوَىrawā,رَوَيْتُمَاrawaytumā,رَوَيَاrawayā,رَوَيْنَاrawaynā,رَوَيْتُمْrawaytum,رَوَوْاrawaw
f,رَوَيْتِrawayti,رَوَتْrawat,رَوَتَاrawatā,رَوَيْتُنَّrawaytunna,رَوَيْنَrawayna,,,,
non-past (imperfect) indicativeالْمُضَارِع,m,أَرْوِيʾarwī,تَرْوِيtarwī,يَرْوِيyarwī,تَرْوِيَانِtarwiyāni,يَرْوِيَانِyarwiyāni,نَرْوِيnarwī,تَرْوُونَtarwūna,يَرْوُونَyarwūna
f,تَرْوِينَtarwīna,تَرْوِيtarwī,تَرْوِيَانِtarwiyāni,تَرْوِينَtarwīna,يَرْوِينَyarwīna,,,,
subjunctiveالْمُضَارِع الْمَنْصُوب,m,أَرْوِيَʾarwiya,تَرْوِيَtarwiya,يَرْوِيَyarwiya,تَرْوِيَاtarwiyā,يَرْوِيَاyarwiyā,نَرْوِيَnarwiya,تَرْوُواtarwū,يَرْوُواyarwū
f,تَرْوِيtarwī,تَرْوِيَtarwiya,تَرْوِيَاtarwiyā,تَرْوِينَtarwīna,يَرْوِينَyarwīna,,,,
jussiveالْمُضَارِع الْمَجْزُوم,m,أَرْوِʾarwi,تَرْوِtarwi,يَرْوِyarwi,تَرْوِيَاtarwiyā,يَرْوِيَاyarwiyā,نَرْوِnarwi,تَرْوُواtarwū,يَرْوُواyarwū
f,تَرْوِيtarwī,تَرْوِtarwi,تَرْوِيَاtarwiyā,تَرْوِينَtarwīna,يَرْوِينَyarwīna,,,,
imperativeالْأَمْر,m,,اِرْوِirwi,,اِرْوِيَاirwiyā,,,اِرْوُواirwū,
f,اِرْوِيirwī,اِرْوِينَirwīna,,,,,,,
passive voiceالْفِعْل الْمَجْهُول,,,,,,,,,
,singularالْمُفْرَد,,dualالْمُثَنَّى,,pluralالْجَمْع,,,,
,1st personالْمُتَكَلِّم,2nd personالْمُخَاطَب,3rd personالْغَائِب,2nd personالْمُخَاطَب,3rd personالْغَائِب,1st personالْمُتَكَلِّم,2nd personالْمُخَاطَب,3rd personالْغَائِب,
past (perfect) indicativeالْمَاضِي,m,رُوِيتُruwītu,رُوِيتَruwīta,رُوِيَruwiya,رُوِيتُمَاruwītumā,رُوِيَاruwiyā,رُوِينَاruwīnā,رُوِيتُمْruwītum,رُوُواruwū
f,رُوِيتِruwīti,رُوِيَتْruwiyat,رُوِيَتَاruwiyatā,رُوِيتُنَّruwītunna,رُوِينَruwīna,,,,
non-past (imperfect) indicativeالْمُضَارِع,m,أُرْوَىʾurwā,تُرْوَىturwā,يُرْوَىyurwā,تُرْوَيَانِturwayāni,يُرْوَيَانِyurwayāni,نُرْوَىnurwā,تُرْوَوْنَturwawna,يُرْوَوْنَyurwawna
f,تُرْوَيْنَturwayna,تُرْوَىturwā,تُرْوَيَانِturwayāni,تُرْوَيْنَturwayna,يُرْوَيْنَyurwayna,,,,
subjunctiveالْمُضَارِع الْمَنْصُوب,m,أُرْوَىʾurwā,تُرْوَىturwā,يُرْوَىyurwā,تُرْوَيَاturwayā,يُرْوَيَاyurwayā,نُرْوَىnurwā,تُرْوَوْاturwaw,يُرْوَوْاyurwaw
f,تُرْوَيْturway,تُرْوَىturwā,تُرْوَيَاturwayā,تُرْوَيْنَturwayna,يُرْوَيْنَyurwayna,,,,
jussiveالْمُضَارِع الْمَجْزُوم,m,أُرْوَʾurwa,تُرْوَturwa,يُرْوَyurwa,تُرْوَيَاturwayā,يُرْوَيَاyurwayā,نُرْوَnurwa,تُرْوَوْاturwaw,يُرْوَوْاyurwaw
f,تُرْوَيْturway,تُرْوَturwa,تُرْوَيَاturwayā,تُرْوَيْنَturwayna,يُرْوَيْنَyurwayna,,,,
verbal nounsالْمَصَادِر,رَيَّة or رَيّrayya or rayy,,,,,,,,
active participleاِسْم الْفَاعِل,رَاوٍrāwin,,,,,,,,
passive participleاِسْم الْامَفْعُول,مَرْوِيّmarwiyy,,,,,,,,
active voiceالْفِعْل الْمَعْلُوم,,,,,,,,,
,singularالْمُفْرَد,,dualالْمُثَنَّى,,pluralالْجَمْع,,,,
,1st personالْمُتَكَلِّم,2nd personالْمُخَاطَب,3rd personالْغَائِب,2nd personالْمُخَاطَب,3rd personالْغَائِب,1st personالْمُتَكَلِّم,2nd personالْمُخَاطَب,3rd personالْغَائِب,
past (perfect) indicativeالْمَاضِي,m,رَوَيْتُrawaytu,رَوَيْتَrawayta,رَوَىrawā,رَوَيْتُمَاrawaytumā,رَوَيَاrawayā,رَوَيْنَاrawaynā,رَوَيْتُمْrawaytum,رَوَوْاrawaw
f,رَوَيْتِrawayti,رَوَتْrawat,رَوَتَاrawatā,رَوَيْتُنَّrawaytunna,رَوَيْنَrawayna,,,,
non-past (imperfect) indicativeالْمُضَارِع,m,أَرْوِيʾarwī,تَرْوِيtarwī,يَرْوِيyarwī,تَرْوِيَانِtarwiyāni,يَرْوِيَانِyarwiyāni,نَرْوِيnarwī,تَرْوُونَtarwūna,يَرْوُونَyarwūna
f,تَرْوِينَtarwīna,تَرْوِيtarwī,تَرْوِيَانِtarwiyāni,تَرْوِينَtarwīna,يَرْوِينَyarwīna,,,,
subjunctiveالْمُضَارِع الْمَنْصُوب,m,أَرْوِيَʾarwiya,تَرْوِيَtarwiya,يَرْوِيَyarwiya,تَرْوِيَاtarwiyā,يَرْوِيَاyarwiyā,نَرْوِيَnarwiya,تَرْوُواtarwū,يَرْوُواyarwū
f,تَرْوِيtarwī,تَرْوِيَtarwiya,تَرْوِيَاtarwiyā,تَرْوِينَtarwīna,يَرْوِينَyarwīna,,,,
jussiveالْمُضَارِع الْمَجْزُوم,m,أَرْوِʾarwi,تَرْوِtarwi,يَرْوِyarwi,تَرْوِيَاtarwiyā,يَرْوِيَاyarwiyā,نَرْوِnarwi,تَرْوُواtarwū,يَرْوُواyarwū
f,تَرْوِيtarwī,تَرْوِtarwi,تَرْوِيَاtarwiyā,تَرْوِينَtarwīna,يَرْوِينَyarwīna,,,,
imperativeالْأَمْر,m,,اِرْوِirwi,,اِرْوِيَاirwiyā,,,اِرْوُواirwū,
f,اِرْوِيirwī,اِرْوِينَirwīna,,,,,,,
passive voiceالْفِعْل الْمَجْهُول,,,,,,,,,
,singularالْمُفْرَد,,dualالْمُثَنَّى,,pluralالْجَمْع,,,,
,1st personالْمُتَكَلِّم,2nd personالْمُخَاطَب,3rd personالْغَائِب,2nd personالْمُخَاطَب,3rd personالْغَائِب,1st personالْمُتَكَلِّم,2nd personالْمُخَاطَب,3rd personالْغَائِب,
past (perfect) indicativeالْمَاضِي,m,رُوِيتُruwītu,رُوِيتَruwīta,رُوِيَruwiya,رُوِيتُمَاruwītumā,رُوِيَاruwiyā,رُوِينَاruwīnā,رُوِيتُمْruwītum,رُوُواruwū
f,رُوِيتِruwīti,رُوِيَتْruwiyat,رُوِيَتَاruwiyatā,رُوِيتُنَّruwītunna,رُوِينَruwīna,,,,
non-past (imperfect) indicativeالْمُضَارِع,m,أُرْوَىʾurwā,تُرْوَىturwā,يُرْوَىyurwā,تُرْوَيَانِturwayāni,يُرْوَيَانِyurwayāni,نُرْوَىnurwā,تُرْوَوْنَturwawna,يُرْوَوْنَyurwawna
f,تُرْوَيْنَturwayna,تُرْوَىturwā,تُرْوَيَانِturwayāni,تُرْوَيْنَturwayna,يُرْوَيْنَyurwayna,,,,
subjunctiveالْمُضَارِع الْمَنْصُوب,m,أُرْوَىʾurwā,تُرْوَىturwā,يُرْوَىyurwā,تُرْوَيَاturwayā,يُرْوَيَاyurwayā,نُرْوَىnurwā,تُرْوَوْاturwaw,يُرْوَوْاyurwaw
f,تُرْوَيْturway,تُرْوَىturwā,تُرْوَيَاturwayā,تُرْوَيْنَturwayna,يُرْوَيْنَyurwayna,,,,
jussiveالْمُضَارِع الْمَجْزُوم,m,أُرْوَʾurwa,تُرْوَturwa,يُرْوَyurwa,تُرْوَيَاturwayā,يُرْوَيَاyurwayā,نُرْوَnurwa,تُرْوَوْاturwaw,يُرْوَوْاyurwaw
f,تُرْوَيْturway,تُرْوَturwa,تُرْوَيَاturwayā,تُرْوَيْنَturwayna,يُرْوَيْنَyurwayna,,,,
verbal nounالْمَصْدَر,رَيّrayy,,,,,,,,
active participleاِسْم الْفَاعِل,رَاوٍrāwin,,,,,,,,
passive participleاِسْم الْامَفْعُول,مَرْوِيّmarwiyy,,,,,,,,
active voiceالْفِعْل الْمَعْلُوم,,,,,,,,,
,singularالْمُفْرَد,,dualالْمُثَنَّى,,pluralالْجَمْع,,,,
,1st personالْمُتَكَلِّم,2nd personالْمُخَاطَب,3rd personالْغَائِب,2nd personالْمُخَاطَب,3rd personالْغَائِب,1st personالْمُتَكَلِّم,2nd personالْمُخَاطَب,3rd personالْغَائِب,
past (perfect) indicativeالْمَاضِي,m,رَوَيْتُrawaytu,رَوَيْتَrawayta,رَوَىrawā,رَوَيْتُمَاrawaytumā,رَوَيَاrawayā,رَوَيْنَاrawaynā,رَوَيْتُمْrawaytum,رَوَوْاrawaw
f,رَوَيْتِrawayti,رَوَتْrawat,رَوَتَاrawatā,رَوَيْتُنَّrawaytunna,رَوَيْنَrawayna,,,,
non-past (imperfect) indicativeالْمُضَارِع,m,أَرْوِيʾarwī,تَرْوِيtarwī,يَرْوِيyarwī,تَرْوِيَانِtarwiyāni,يَرْوِيَانِyarwiyāni,نَرْوِيnarwī,تَرْوُونَtarwūna,يَرْوُونَyarwūna
f,تَرْوِينَtarwīna,تَرْوِيtarwī,تَرْوِيَانِtarwiyāni,تَرْوِينَtarwīna,يَرْوِينَyarwīna,,,,
subjunctiveالْمُضَارِع الْمَنْصُوب,m,أَرْوِيَʾarwiya,تَرْوِيَtarwiya,يَرْوِيَyarwiya,تَرْوِيَاtarwiyā,يَرْوِيَاyarwiyā,نَرْوِيَnarwiya,تَرْوُواtarwū,يَرْوُواyarwū
f,تَرْوِيtarwī,تَرْوِيَtarwiya,تَرْوِيَاtarwiyā,تَرْوِينَtarwīna,يَرْوِينَyarwīna,,,,
jussiveالْمُضَارِع الْمَجْزُوم,m,أَرْوِʾarwi,تَرْوِtarwi,يَرْوِyarwi,تَرْوِيَاtarwiyā,يَرْوِيَاyarwiyā,نَرْوِnarwi,تَرْوُواtarwū,يَرْوُواyarwū
f,تَرْوِيtarwī,تَرْوِtarwi,تَرْوِيَاtarwiyā,تَرْوِينَtarwīna,يَرْوِينَyarwīna,,,,
imperativeالْأَمْر,m,,اِرْوِirwi,,اِرْوِيَاirwiyā,,,اِرْوُواirwū,
f,اِرْوِيirwī,اِرْوِينَirwīna,,,,,,,
passive voiceالْفِعْل الْمَجْهُول,,,,,,,,,
,singularالْمُفْرَد,,dualالْمُثَنَّى,,pluralالْجَمْع,,,,
,1st personالْمُتَكَلِّم,2nd personالْمُخَاطَب,3rd personالْغَائِب,2nd personالْمُخَاطَب,3rd personالْغَائِب,1st personالْمُتَكَلِّم,2nd personالْمُخَاطَب,3rd personالْغَائِب,
past (perfect) indicativeالْمَاضِي,m,رُوِيتُruwītu,رُوِيتَruwīta,رُوِيَruwiya,رُوِيتُمَاruwītumā,رُوِيَاruwiyā,رُوِينَاruwīnā,رُوِيتُمْruwītum,رُوُواruwū
f,رُوِيتِruwīti,رُوِيَتْruwiyat,رُوِيَتَاruwiyatā,رُوِيتُنَّruwītunna,رُوِينَruwīna,,,,
non-past (imperfect) indicativeالْمُضَارِع,m,أُرْوَىʾurwā,تُرْوَىturwā,يُرْوَىyurwā,تُرْوَيَانِturwayāni,يُرْوَيَانِyurwayāni,نُرْوَىnurwā,تُرْوَوْنَturwawna,يُرْوَوْنَyurwawna
f,تُرْوَيْنَturwayna,تُرْوَىturwā,تُرْوَيَانِturwayāni,تُرْوَيْنَturwayna,يُرْوَيْنَyurwayna,,,,
subjunctiveالْمُضَارِع الْمَنْصُوب,m,أُرْوَىʾurwā,تُرْوَىturwā,يُرْوَىyurwā,تُرْوَيَاturwayā,يُرْوَيَاyurwayā,نُرْوَىnurwā,تُرْوَوْاturwaw,يُرْوَوْاyurwaw
f,تُرْوَيْturway,تُرْوَىturwā,تُرْوَيَاturwayā,تُرْوَيْنَturwayna,يُرْوَيْنَyurwayna,,,,
jussiveالْمُضَارِع الْمَجْزُوم,m,أُرْوَʾurwa,تُرْوَturwa,يُرْوَyurwa,تُرْوَيَاturwayā,يُرْوَيَاyurwayā,نُرْوَnurwa,تُرْوَوْاturwaw,يُرْوَوْاyurwaw
f,تُرْوَيْturway,تُرْوَturwa,تُرْوَيَاturwayā,تُرْوَيْنَturwayna,يُرْوَيْنَyurwayna,,,,
