0,1,2,3,4,5
Root,,,,,
ת־ע־ב,,,,,
non-finite forms,to-infinitive: לְתַעֵב,,,,
finite forms,masculinesingular,femininesingular,masculineplural,feminineplural,
past,first person,תיעבתי \ תִּעַבְתִּי,תיעבנו \ תִּעַבְנוּ,,
second person,תיעבת \ תִּעַבְתָּ,תיעבת \ תִּעַבְתְּ,תיעבתם \ תִּעַבְתֶּם,תיעבתן \ תִּעַבְתֶּן 1,
third person,תיעב \ תִּעֵב,תיעבה \ תִּעְבָה,תיעבו \ תִּעְבוּ,,
present,all persons,מְתַעֵב,מְתַעֶבֶת,מְתַעְבִים,מְתַעְבוֹת
future,first person,אֲתַעֵב,נְתַעֵב,,
second person,תְּתַעֵב,תְּתַעְבִי,תְּתַעְבוּ,תְּתַעֵבְנָה 2,
third person,יְתַעֵב,תְּתַעֵב,יְתַעְבוּ,תְּתַעֵבְנָה 2,
imperative,second person,תַּעֵב,תַּעְבִי,תַּעְבוּ,תַּעֵבְנָה 2
notes,"Uncommon in modern informal Hebrew, but used in formal speech and writing.  Uncommon in modern Hebrew.",,,,
