0,1,2,3,4,5
Root,,,,,
ה־ל־ך,,,,,
non-finite forms,to-infinitive: לָלֶכֶת  action noun: הֲלִיכָה,,,,
finite forms,masculine singular,feminine singular,masculine plural,feminine plural,
past,first person,הָלַכְתִּי,הָלַכְנוּ,,
second person,הָלַכְתָּ,הָלַכְתְּ,הֲלַכְתֶּם,הֲלַכְתֶּן,
third person,הָלַךְ,הלְכָה,הָלְכוּ,,
present,all persons,הוֹלֵךְ,הוֹלֶכֶת,הוֹלְכִים,הוֹלְכוֹת
future,first person,אֵלֵךְ,נֵלֵךְ,,
second person,תֵּלֵךְ,תֵּלְכִי,תֵּלְכוּ,תֵּלֵכְנָה,
third person,יֵלֵךְ,תֵּלֵךְ,יֵלְכוּ,תֵּלֵכְנָה,
imperative,second person,לֵךְ,לְכִי,לְכוּ,לֵכְנָה
