0,1,2
audio,,(file)
case,singular,plural
indefinite,шӏуцӏэ (ṣ̂°c̣ă),шӏуцӏэхэ (ṣ̂°c̣ăxă)
nominative,шӏуцӏэр (ṣ̂°c̣ăr),шӏуцӏэхэр (ṣ̂°c̣ăxăr)
ergative,шӏуцӏэм (ṣ̂°c̣ăm),шӏуцӏэхэмэ (ṣ̂°c̣ăxămă)
instrumental,шӏуцӏэ(м)кӏэ (ṣ̂°c̣ă(m)č̣̍ă),шӏуцӏэхэ(м)кӏэ (ṣ̂°c̣ăxă(m)č̣̍ă)
invertive,шӏуцӏэу (ṣ̂°c̣ăw),шӏуцӏэхыу (ṣ̂°c̣ăxəw)
