0,1,2
case,singular,plural
indefinite,ӏэщхьэ (ʾăš̍ḥă),ӏэщхьэхэ (ʾăš̍ḥăxă)
nominative,ӏэщхьэр (ʾăš̍ḥăr),ӏэщхьэхэр (ʾăš̍ḥăxăr)
ergative,ӏэщхьэм (ʾăš̍ḥăm),ӏэщхьэхэмэ (ʾăš̍ḥăxămă)
instrumental,ӏэщхьэ(м)кӏэ (ʾăš̍ḥă(m)č̣̍ă),ӏэщхьэхэ(м)кӏэ (ʾăš̍ḥăxă(m)č̣̍ă)
invertive,ӏэщхьэу (ʾăš̍ḥăw),ӏэщхьэхыу (ʾăš̍ḥăxəw)
