0,1,2,3,4,5,6,7
audio,,(file),,,,,
,singular,plural,,,,,
,1st person,2nd person,3rd person,1st person,2nd person,3rd person,
,сэ,о,ар,тэ,шъо,ахэр,
affirmative,present,сэлӏэ,олӏэ,малӏэ,тэлӏэ,шъолӏэ,малӏэх
past,сылӏгъ,улӏгъ,мэлӏгъ,тылӏгъ,шъулӏгъ,мэлӏгъэх,
future,сылӏэщт,улӏэщт,мэлӏэщт,тылӏэщт,шъулӏэщт,мэлӏэщтых,
negative,present,сылӏэрэп,улӏэрэп,малӏэрэп,тылӏэрэп,шъулӏэрэп,малӏэхэрэп
past,сылӏгъэп,улӏгъэп,мэлӏгъэп,тылӏгъэп,шъулӏгъэп,мэлӏгъэхэп,
future,сылӏэщтэп,улӏэщтэп,мэлӏэщтэп,тылӏэщтэп,шъулӏэщтэп,мэлӏэщтыхэп,
while,present,сылӏэу,улӏэу,малӏэу,тылӏэу,шъулӏэу,малӏэхэу
past,сылӏгъэу,улӏгъэу,мэлӏгъэу,тылӏгъэу,шъулӏгъэу,мэлӏгъэхэу,
future,сылӏэщтэу,улӏэщтэу,мэлӏэщтэу,тылӏэщтэу,шъулӏэщтэу,мэлӏэщтыхэу,
if,present,сылӏэмэ,улӏэмэ,малӏэмэ,тылӏэмэ,шъулӏэмэ,малӏэхэмэ
past,сылӏгъэмэ,улӏгъэмэ,мэлӏгъэмэ,тылӏгъэмэ,шъулӏгъэмэ,мэлӏгъэхэмэ,
future,сылӏэщтэмэ,улӏэщтэмэ,мэлӏэщтэмэ,тылӏэщтэмэ,шъулӏэщтэмэ,мэлӏэщтыхэмэ,
even if,present,сылӏэми,улӏэми,малӏэми,тылӏэми,шъулӏэми,малӏэхэми
past,сылӏгъэми,улӏгъэми,мэлӏгъэми,тылӏгъэми,шъулӏгъэми,мэлӏгъэхэми,
future,сылӏэщтэми,улӏэщтэми,мэлӏэщтэми,тылӏэщтэми,шъулӏэщтэми,мэлӏэщтыхэми,
want,present,сылӏэрагъу,улӏэрагъу,малӏэрагъу,тылӏэрагъу,шъулӏэрагъу,малӏэрагъох
past,сылӏэрэгъуагъ,улӏэрэгъуагъ,мэлӏэрэгъуагъ,тылӏэрэгъуагъ,шъулӏэрэгъуагъ,мэлӏэрэгъуагъэхэ,
future,сылӏэрэгъощт,улӏэрэгъощт,мэлӏэрэгъощт,тылӏэрэгъощт,шъулӏэрэгъощт,мэлӏэрэгъощтых,
