0,1,2,3,4
Colors in Catalan · colors (layout · text),,,,
"roig, vermell",verd,groc,crema,blanc
carmesí,magenta,xarxet,verd lima,rosa
indi,blau,taronja,gris,violat
negre,"lila, porpra",marró,atzur,cian
