0,1,2,3
,Singular,Plural,
sense 1,"senses 2, 3, 5",,
Indefinite,дърво ‎(dǎrvo),дървета ‎(dǎrveta) and дървеса ‎(dǎrvesa),дърва ‎(dǎrva)
Definite,дървото ‎(dǎrvoto),дърветата ‎(dǎrvetata) and дървесата ‎(dǎrvesata),дървата ‎(dǎrvata)
