0,1,2,3,4
,masculine,feminine,neuter,plural
indefinite,малък,малка,малко,малки
definite(subject form),малкият,малката,малкото,малките
definite(object form),малкия,,,
extended(vocative form),"малки,малкий",,,
,masculine,feminine,neuter,plural
indefinite,по-малък,по-малка,по-малко,по-малки
definite(subject form),по-малкият,по-малката,по-малкото,по-малките
definite(object form),по-малкия,,,
extended(vocative form),"по-малки,по-малкий",,,
,masculine,feminine,neuter,plural
indefinite,най-малък,най-малка,най-малко,най-малки
definite(subject form),най-малкият,най-малката,най-малкото,най-малките
definite(object form),най-малкия,,,
extended(vocative form),"най-малки,най-малкий",,,
,Singular,Plural,,
Indefinite,малък ‎(malǎk),малки ‎(malki),,
Definite(subject form),малкият ‎(malkijat),малките ‎(malkite),,
Definite(object form),малкия ‎(malkija),,,
Count form,—,малки ‎(malki),,
Vocative form,малък ‎(malǎk)/малкия ‎(malkija),малки ‎(malki),,
