0,1,2,3,4
<  5th,6th,7th  >,,
Cardinal : шест ‎(šest)     Ordinal : шести ‎(šesti),,,,
,,,,
,masculine,feminine,neuter,plural
indefinite,шести,шеста,шесто,шести
definite(subject form),шестият,шестата,шестото,шестите
definite(object form),шестия,,,
extended(vocative form),"шести,шестий",,,
,masculine,feminine,neuter,plural
indefinite,по-шести,по-шеста,по-шесто,по-шести
definite(subject form),по-шестият,по-шестата,по-шестото,по-шестите
definite(object form),по-шестия,,,
extended(vocative form),"по-шести,по-шестий",,,
,masculine,feminine,neuter,plural
indefinite,най-шести,най-шеста,най-шесто,най-шести
definite(subject form),най-шестият,най-шестата,най-шестото,най-шестите
definite(object form),най-шестия,,,
extended(vocative form),"най-шести,най-шестий",,,
