0,1,2
infinitive I,röp,
infinitive II,tö röpen,
past participle,rööpen,
imperative,röp,
,present,past
1st-person singular,ik röp,ik rööp
2nd-person singular,dü reepst,dü rööpst
3rd-person singular,hi/jü/hat reept,hi/jü/hat rööp
1st-person dual,wat röp,wat rööp
2nd-person dual,at röp,at rööp
3rd-person dual,jat röp,jat rööp
1st-person plural,wü röp,wü rööp
2nd-person plural,i röp,i rööp
3rd-person plural,ja röp,ja rööp
,perfect,pluperfect
1st-person singular,ik haa rööpen,ik her rööpen
2nd-person singular,dü heest rööpen,dü herst rööpen
3rd-person singular,hi/jü/hat heer rööpen,hi/jü/hat her rööpen
1st-person dual,wat haa rööpen,wat her rööpen
2nd-person dual,at haa rööpen,at her rööpen
3rd-person dual,jat haa rööpen,jat her rööpen
1st-person plural,wü haa rööpen,wü her rööpen
2nd-person plural,i haa rööpen,i her rööpen
3rd-person plural,ja haa rööpen,ja her rööpen
,future (skel),future (wel)
1st-person singular,ik skel röp,ik wel röp
2nd-person singular,dü sket röp,dü wet röp
3rd-person singular,hi/jü/hat skel röp,hi/jü/hat wel röp
1st-person dual,wat skel röp,wat wel röp
2nd-person dual,at skel röp,at wel röp
3rd-person dual,jat skel röp,jat wel röp
1st-person plural,wü skel röp,wü wel röp
2nd-person plural,i skel röp,i wel röp
3rd-person plural,ja skel röp,ja wel röp
