0,1,2
infinitive I,faal,
infinitive II,tu faalen,
past participle,feelen,
imperative singular,faal,
imperative plural,faal'em,
,present,past
1st-person singular,ik faal,ik fool
2nd-person singular,dü fäälst,dü foolst
3rd-person singular,hi/hat/at fäält,hi/hat/at fool
1st-person dual,wat faal,wat fool
2nd-person dual,jat faal,jat fool
1st-person plural,wi faal,wi fool
2nd-person plural,jam faal,jam fool
3rd-person plural,jo faal,jo fool
,perfect,pluperfect
1st-person singular,ik san feelen,ik wiar feelen
2nd-person singular,dü beest feelen,dü wiarst feelen
3rd-person singular,hi/hat/at as feelen,hi/hat/at wiar feelen
1st-person dual,wat san feelen,wat wiar feelen
2nd-person dual,jat san feelen,jat wiar feelen
1st-person plural,wi san feelen,wi wiar feelen
2nd-person plural,jam san feelen,jam wiar feelen
3rd-person plural,jo san feelen,jo wiar feelen
,future (skel),future (wel)
1st-person singular,ik skal faal,ik wal faal
2nd-person singular,dü skääl faal,dü wääl faal
3rd-person singular,hi/hat/at skal faal,hi/hat/at wal faal
1st-person dual,wat skel faal,wat wel faal
2nd-person dual,jat skel faal,jat wel faal
1st-person plural,wi skel faal,wi wel faal
2nd-person plural,jam skel faal,jam wel faal
3rd-person plural,jo skel faal,jo wel faal
