0,1,2,3,4
castan ny gabbil,,,,
Manx mutation,,,,
Radical,Lenition,Eclipsis,,
castan,chastan,gastan,,
Note: Some of these forms may be hypothetical. Not everypossible mutated form of every word actually occurs.,,,,
