0,1,2
,singular,plural
nominative,ADJ;NOM;SG,ADJ;NOM;PL
accusative,ADJ;ACC;SG,ADJ;ACC;PL
dative,ADJ;DAT;SG,ADJ;DAT;PL
genitive,ADJ;GEADJ;SG,ADJ;GEADJ;PL
locative,ADJ;ESS;SG,ADJ;ESS;PL
terminative,ADJ;TERM;SG,ADJ;TERM;PL
ablative,ADJ;ABL;SG,ADJ;ABL;PL
instrumental,ADJ;INS;SG,ADJ;INS;PL
comitative,ADJ;COM;SG,ADJ;COM;PL
abessive,ADJ;PRIV;SG,ADJ;PRIV;PL
comparative,ADJ;COMPV;SG,ADJ;COMPV;PL
causative,ADJ;CAUSV;SG,ADJ;CAUSV;PL
benefactive,ADJ;BEADJ;SG,ADJ;BEADJ;PL
associative,ADJ;INTER;SG,ADJ;INTER;PL
distributive,ADJ;DISTR;SG,ADJ;DISTR;PL
exclusive,ADJ;EXCLV;SG,ADJ;EXCLV;PL
ñuqap (my),singular,plural
nominative,ADJ;PSS1S;NOM;SG,ADJ;PSS1S;NOM;PL
accusative,ADJ;PSS1S;ACC;SG,ADJ;PSS1S;ACC;PL
dative,ADJ;PSS1S;DAT;SG,ADJ;PSS1S;DAT;PL
genitive,ADJ;PSS1S;GEADJ;PSS1S;SG,ADJ;PSS1S;GEADJ;PSS1S;PL
locative,ADJ;PSS1S;ESS;SG,ADJ;PSS1S;ESS;PL
terminative,ADJ;PSS1S;TERM;SG,ADJ;PSS1S;TERM;PL
ablative,ADJ;PSS1S;ABL;SG,ADJ;PSS1S;ABL;PL
instrumental,ADJ;PSS1S;INS;SG,ADJ;PSS1S;INS;PL
comitative,ADJ;PSS1S;COM;SG,ADJ;PSS1S;COM;PL
abessive,ADJ;PSS1S;PRIV;SG,ADJ;PSS1S;PRIV;PL
comparative,ADJ;PSS1S;COMPV;SG,ADJ;PSS1S;COMPV;PL
causative,ADJ;PSS1S;CAUSV;SG,ADJ;PSS1S;CAUSV;PL
benefactive,ADJ;PSS1S;BEADJ;PSS1S;SG,ADJ;PSS1S;BEADJ;PSS1S;PL
associative,ADJ;PSS1S;INTER;SG,ADJ;PSS1S;INTER;PL
distributive,ADJ;PSS1S;DISTR;SG,ADJ;PSS1S;DISTR;PL
exclusive,ADJ;PSS1S;EXCLV;SG,ADJ;PSS1S;EXCLV;PL
qampa (your),singular,plural
nominative,ADJ;PSS2S;NOM;SG,ADJ;PSS2S;NOM;PL
accusative,ADJ;PSS2S;ACC;SG,ADJ;PSS2S;ACC;PL
dative,ADJ;PSS2S;DAT;SG,ADJ;PSS2S;DAT;PL
genitive,ADJ;PSS2S;GEADJ;PSS2S;SG,ADJ;PSS2S;GEADJ;PSS2S;PL
locative,ADJ;PSS2S;ESS;SG,ADJ;PSS2S;ESS;PL
terminative,ADJ;PSS2S;TERM;SG,ADJ;PSS2S;TERM;PL
ablative,ADJ;PSS2S;ABL;SG,ADJ;PSS2S;ABL;PL
instrumental,ADJ;PSS2S;INS;SG,ADJ;PSS2S;INS;PL
comitative,ADJ;PSS2S;COM;SG,ADJ;PSS2S;COM;PL
abessive,ADJ;PSS2S;PRIV;SG,ADJ;PSS2S;PRIV;PL
comparative,ADJ;PSS2S;COMPV;SG,ADJ;PSS2S;COMPV;PL
causative,ADJ;PSS2S;CAUSV;SG,ADJ;PSS2S;CAUSV;PL
benefactive,ADJ;PSS2S;BEADJ;PSS2S;SG,ADJ;PSS2S;BEADJ;PSS2S;PL
associative,ADJ;PSS2S;INTER;SG,ADJ;PSS2S;INTER;PL
distributive,ADJ;PSS2S;DISTR;SG,ADJ;PSS2S;DISTR;PL
exclusive,ADJ;PSS2S;EXCLV;SG,ADJ;PSS2S;EXCLV;PL
paypa (his/her/its),singular,plural
nominative,ADJ;PSS3S;NOM;SG,ADJ;PSS3S;NOM;PL
accusative,ADJ;PSS3S;ACC;SG,ADJ;PSS3S;ACC;PL
dative,ADJ;PSS3S;DAT;SG,ADJ;PSS3S;DAT;PL
genitive,ADJ;PSS3S;GEADJ;PSS3S;SG,ADJ;PSS3S;GEADJ;PSS3S;PL
locative,ADJ;PSS3S;ESS;SG,ADJ;PSS3S;ESS;PL
terminative,ADJ;PSS3S;TERM;SG,ADJ;PSS3S;TERM;PL
ablative,ADJ;PSS3S;ABL;SG,ADJ;PSS3S;ABL;PL
instrumental,ADJ;PSS3S;INS;SG,ADJ;PSS3S;INS;PL
comitative,ADJ;PSS3S;COM;SG,ADJ;PSS3S;COM;PL
abessive,ADJ;PSS3S;PRIV;SG,ADJ;PSS3S;PRIV;PL
comparative,ADJ;PSS3S;COMPV;SG,ADJ;PSS3S;COMPV;PL
causative,ADJ;PSS3S;CAUSV;SG,ADJ;PSS3S;CAUSV;PL
benefactive,ADJ;PSS3S;BEADJ;PSS3S;SG,ADJ;PSS3S;BEADJ;PSS3S;PL
associative,ADJ;PSS3S;INTER;SG,ADJ;PSS3S;INTER;PL
distributive,ADJ;PSS3S;DISTR;SG,ADJ;PSS3S;DISTR;PL
exclusive,ADJ;PSS3S;EXCLV;SG,ADJ;PSS3S;EXCLV;PL
ñuqanchikpa (our(incl)),singular,plural
nominative,ADJ;PSS1PI;NOM;SG,ADJ;PSS1PI;NOM;PL
accusative,ADJ;PSS1PI;ACC;SG,ADJ;PSS1PI;ACC;PL
dative,ADJ;PSS1PI;DAT;SG,ADJ;PSS1PI;DAT;PL
genitive,ADJ;PSS1PI;GEADJ;PSS1PI;SG,ADJ;PSS1PI;GEADJ;PSS1PI;PL
locative,ADJ;PSS1PI;ESS;SG,ADJ;PSS1PI;ESS;PL
terminative,ADJ;PSS1PI;TERM;SG,ADJ;PSS1PI;TERM;PL
ablative,ADJ;PSS1PI;ABL;SG,ADJ;PSS1PI;ABL;PL
instrumental,ADJ;PSS1PI;INS;SG,ADJ;PSS1PI;INS;PL
comitative,ADJ;PSS1PI;COM;SG,ADJ;PSS1PI;COM;PL
abessive,ADJ;PSS1PI;PRIV;SG,ADJ;PSS1PI;PRIV;PL
comparative,ADJ;PSS1PI;COMPV;SG,ADJ;PSS1PI;COMPV;PL
causative,ADJ;PSS1PI;CAUSV;SG,ADJ;PSS1PI;CAUSV;PL
benefactive,ADJ;PSS1PI;BEADJ;PSS1PI;SG,ADJ;PSS1PI;BEADJ;PSS1PI;PL
associative,ADJ;PSS1PI;INTER;SG,ADJ;PSS1PI;INTER;PL
distributive,ADJ;PSS1PI;DISTR;SG,ADJ;PSS1PI;DISTR;PL
exclusive,ADJ;PSS1PI;EXCLV;SG,ADJ;PSS1PI;EXCLV;PL
ñuqaykup (our(excl)),singular,plural
nominative,ADJ;PSS1PE;NOM;SG,ADJ;PSS1PE;NOM;PL
accusative,ADJ;PSS1PE;ACC;SG,ADJ;PSS1PE;ACC;PL
dative,ADJ;PSS1PE;DAT;SG,ADJ;PSS1PE;DAT;PL
genitive,ADJ;PSS1PE;GEADJ;PSS1PE;SG,ADJ;PSS1PE;GEADJ;PSS1PE;PL
locative,ADJ;PSS1PE;ESS;SG,ADJ;PSS1PE;ESS;PL
terminative,ADJ;PSS1PE;TERM;SG,ADJ;PSS1PE;TERM;PL
ablative,ADJ;PSS1PE;ABL;SG,ADJ;PSS1PE;ABL;PL
instrumental,ADJ;PSS1PE;INS;SG,ADJ;PSS1PE;INS;PL
comitative,ADJ;PSS1PE;COM;SG,ADJ;PSS1PE;COM;PL
abessive,ADJ;PSS1PE;PRIV;SG,ADJ;PSS1PE;PRIV;PL
comparative,ADJ;PSS1PE;COMPV;SG,ADJ;PSS1PE;COMPV;PL
causative,ADJ;PSS1PE;CAUSV;SG,ADJ;PSS1PE;CAUSV;PL
benefactive,ADJ;PSS1PE;BEADJ;PSS1PE;SG,ADJ;PSS1PE;BEADJ;PSS1PE;PL
associative,ADJ;PSS1PE;INTER;SG,ADJ;PSS1PE;INTER;PL
distributive,ADJ;PSS1PE;DISTR;SG,ADJ;PSS1PE;DISTR;PL
exclusive,ADJ;PSS1PE;EXCLV;SG,ADJ;PSS1PE;EXCLV;PL
qamkunap (your(pl)),singular,plural
nominative,ADJ;PSS2P;NOM;SG,ADJ;PSS2P;NOM;PL
accusative,ADJ;PSS2P;ACC;SG,ADJ;PSS2P;ACC;PL
dative,ADJ;PSS2P;DAT;SG,ADJ;PSS2P;DAT;PL
genitive,ADJ;PSS2P;GEADJ;PSS2P;SG,ADJ;PSS2P;GEADJ;PSS2P;PL
locative,ADJ;PSS2P;ESS;SG,ADJ;PSS2P;ESS;PL
terminative,ADJ;PSS2P;TERM;SG,ADJ;PSS2P;TERM;PL
ablative,ADJ;PSS2P;ABL;SG,ADJ;PSS2P;ABL;PL
instrumental,ADJ;PSS2P;INS;SG,ADJ;PSS2P;INS;PL
comitative,ADJ;PSS2P;COM;SG,ADJ;PSS2P;COM;PL
abessive,ADJ;PSS2P;PRIV;SG,ADJ;PSS2P;PRIV;PL
comparative,ADJ;PSS2P;COMPV;SG,ADJ;PSS2P;COMPV;PL
causative,ADJ;PSS2P;CAUSV;SG,ADJ;PSS2P;CAUSV;PL
benefactive,ADJ;PSS2P;BEADJ;PSS2P;SG,ADJ;PSS2P;BEADJ;PSS2P;PL
associative,ADJ;PSS2P;INTER;SG,ADJ;PSS2P;INTER;PL
distributive,ADJ;PSS2P;DISTR;SG,ADJ;PSS2P;DISTR;PL
exclusive,ADJ;PSS2P;EXCLV;SG,ADJ;PSS2P;EXCLV;PL
paykunap (their),singular,plural
nominative,ADJ;PSS3P;NOM;SG,ADJ;PSS3P;NOM;PL
accusative,ADJ;PSS3P;ACC;SG,ADJ;PSS3P;ACC;PL
dative,ADJ;PSS3P;DAT;SG,ADJ;PSS3P;DAT;PL
genitive,ADJ;PSS3P;GEADJ;PSS3P;SG,ADJ;PSS3P;GEADJ;PSS3P;PL
locative,ADJ;PSS3P;ESS;SG,ADJ;PSS3P;ESS;PL
terminative,ADJ;PSS3P;TERM;SG,ADJ;PSS3P;TERM;PL
ablative,ADJ;PSS3P;ABL;SG,ADJ;PSS3P;ABL;PL
instrumental,ADJ;PSS3P;INS;SG,ADJ;PSS3P;INS;PL
comitative,ADJ;PSS3P;COM;SG,ADJ;PSS3P;COM;PL
abessive,ADJ;PSS3P;PRIV;SG,ADJ;PSS3P;PRIV;PL
comparative,ADJ;PSS3P;COMPV;SG,ADJ;PSS3P;COMPV;PL
causative,ADJ;PSS3P;CAUSV;SG,ADJ;PSS3P;CAUSV;PL
benefactive,ADJ;PSS3P;BEADJ;PSS3P;SG,ADJ;PSS3P;BEADJ;PSS3P;PL
associative,ADJ;PSS3P;INTER;SG,ADJ;PSS3P;INTER;PL
distributive,ADJ;PSS3P;DISTR;SG,ADJ;PSS3P;DISTR;PL
exclusive,ADJ;PSS3P;EXCLV;SG,ADJ;PSS3P;EXCLV;PL
