0,1,2
<  7,8.0,9  >
Cardinal : pusaq,,
,,
,singular,plural
nominative,pusaq,pusaqkuna
accusative,pusaqta,pusaqkunata
dative,pusaqman,pusaqkunaman
genitive,pusaqpa,pusaqkunap
locative,pusaqpi,pusaqkunapi
terminative,pusaqkama,pusaqkunakama
ablative,pusaqmanta,pusaqkunamanta
instrumental,pusaqwan,pusaqkunawan
comitative,pusaqnintin,pusaqkunantin
abessive,pusaqninnaq,pusaqkunannaq
comparative,pusaqhina,pusaqkunahina
causative,pusaqrayku,pusaqkunarayku
benefactive,pusaqpaq,pusaqkunapaq
associative,pusaqpura,pusaqkunapura
distributive,pusaqninka,pusaqkunanka
exclusive,pusaqlla,pusaqkunalla
ñuqap (my),singular,plural
nominative,pusaqniy,pusaqniykuna
accusative,pusaqniyta,pusaqniykunata
dative,pusaqniyman,pusaqniykunaman
genitive,pusaqniypa,pusaqniykunap
locative,pusaqniypi,pusaqniykunapi
terminative,pusaqniykama,pusaqniykunakama
ablative,pusaqniymanta,pusaqniykunamanta
instrumental,pusaqniywan,pusaqniykunawan
comitative,pusaqniynintin,pusaqniykunantin
abessive,pusaqniyninnaq,pusaqniykunannaq
comparative,pusaqniyhina,pusaqniykunahina
causative,pusaqniyrayku,pusaqniykunarayku
benefactive,pusaqniypaq,pusaqniykunapaq
associative,pusaqniypura,pusaqniykunapura
distributive,pusaqniyninka,pusaqniykunanka
exclusive,pusaqniylla,pusaqniykunalla
qampa (your),singular,plural
nominative,pusaqniyki,pusaqniykikuna
accusative,pusaqniykita,pusaqniykikunata
dative,pusaqniykiman,pusaqniykikunaman
genitive,pusaqniykipa,pusaqniykikunap
locative,pusaqniykipi,pusaqniykikunapi
terminative,pusaqniykikama,pusaqniykikunakama
ablative,pusaqniykimanta,pusaqniykikunamanta
instrumental,pusaqniykiwan,pusaqniykikunawan
comitative,pusaqniykintin,pusaqniykikunantin
abessive,pusaqniykinnaq,pusaqniykikunannaq
comparative,pusaqniykihina,pusaqniykikunahina
causative,pusaqniykirayku,pusaqniykikunarayku
benefactive,pusaqniykipaq,pusaqniykikunapaq
associative,pusaqniykipura,pusaqniykikunapura
distributive,pusaqniykinka,pusaqniykikunanka
exclusive,pusaqniykilla,pusaqniykikunalla
paypa (his/her/its),singular,plural
nominative,pusaqnin,pusaqninkuna
accusative,pusaqninta,pusaqninkunata
dative,pusaqninman,pusaqninkunaman
genitive,pusaqninpa,pusaqninkunap
locative,pusaqninpi,pusaqninkunapi
terminative,pusaqninkama,pusaqninkunakama
ablative,pusaqninmanta,pusaqninkunamanta
instrumental,pusaqninwan,pusaqninkunawan
comitative,pusaqninintin,pusaqninkunantin
abessive,pusaqninninnaq,pusaqninkunannaq
comparative,pusaqninhina,pusaqninkunahina
causative,pusaqninrayku,pusaqninkunarayku
benefactive,pusaqninpaq,pusaqninkunapaq
associative,pusaqninpura,pusaqninkunapura
distributive,pusaqnininka,pusaqninkunanka
exclusive,pusaqninlla,pusaqninkunalla
ñuqanchikpa (our(incl)),singular,plural
nominative,pusaqninchik,pusaqninchikkuna
accusative,pusaqninchikta,pusaqninchikkunata
dative,pusaqninchikman,pusaqninchikkunaman
genitive,pusaqninchikpa,pusaqninchikkunap
locative,pusaqninchikpi,pusaqninchikkunapi
terminative,pusaqninchikkama,pusaqninchikkunakama
ablative,pusaqninchikmanta,pusaqninchikkunamanta
instrumental,pusaqninchikwan,pusaqninchikkunawan
comitative,pusaqninchiknintin,pusaqninchikkunantin
abessive,pusaqninchikninnaq,pusaqninchikkunannaq
comparative,pusaqninchikhina,pusaqninchikkunahina
causative,pusaqninchikrayku,pusaqninchikkunarayku
benefactive,pusaqninchikpaq,pusaqninchikkunapaq
associative,pusaqninchikpura,pusaqninchikkunapura
distributive,pusaqninchikninka,pusaqninchikkunanka
exclusive,pusaqninchiklla,pusaqninchikkunalla
ñuqaykup (our(excl)),singular,plural
nominative,pusaqniyku,pusaqniykukuna
accusative,pusaqniykuta,pusaqniykukunata
dative,pusaqniykuman,pusaqniykukunaman
genitive,pusaqniykupa,pusaqniykukunap
locative,pusaqniykupi,pusaqniykukunapi
terminative,pusaqniykukama,pusaqniykukunakama
ablative,pusaqniykumanta,pusaqniykukunamanta
instrumental,pusaqniykuwan,pusaqniykukunawan
comitative,pusaqniykuntin,pusaqniykukunantin
abessive,pusaqniykunnaq,pusaqniykukunannaq
comparative,pusaqniykuhina,pusaqniykukunahina
causative,pusaqniykurayku,pusaqniykukunarayku
benefactive,pusaqniykupaq,pusaqniykukunapaq
associative,pusaqniykupura,pusaqniykukunapura
distributive,pusaqniykunka,pusaqniykukunanka
exclusive,pusaqniykulla,pusaqniykukunalla
qamkunap (your(pl)),singular,plural
nominative,pusaqniykichik,pusaqniykichikkuna
accusative,pusaqniykichikta,pusaqniykichikkunata
dative,pusaqniykichikman,pusaqniykichikkunaman
genitive,pusaqniykichikpa,pusaqniykichikkunap
locative,pusaqniykichikpi,pusaqniykichikkunapi
terminative,pusaqniykichikkama,pusaqniykichikkunakama
ablative,pusaqniykichikmanta,pusaqniykichikkunamanta
instrumental,pusaqniykichikwan,pusaqniykichikkunawan
comitative,pusaqniykichiknintin,pusaqniykichikkunantin
abessive,pusaqniykichikninnaq,pusaqniykichikkunannaq
comparative,pusaqniykichikhina,pusaqniykichikkunahina
causative,pusaqniykichikrayku,pusaqniykichikkunarayku
benefactive,pusaqniykichikpaq,pusaqniykichikkunapaq
associative,pusaqniykichikpura,pusaqniykichikkunapura
distributive,pusaqniykichikninka,pusaqniykichikkunanka
exclusive,pusaqniykichiklla,pusaqniykichikkunalla
paykunap (their),singular,plural
nominative,pusaqninku,pusaqninkukuna
accusative,pusaqninkuta,pusaqninkukunata
dative,pusaqninkuman,pusaqninkukunaman
genitive,pusaqninkupa,pusaqninkukunap
locative,pusaqninkupi,pusaqninkukunapi
terminative,pusaqninkukama,pusaqninkukunakama
ablative,pusaqninkumanta,pusaqninkukunamanta
instrumental,pusaqninkuwan,pusaqninkukunawan
comitative,pusaqninkuntin,pusaqninkukunantin
abessive,pusaqninkunnaq,pusaqninkukunannaq
comparative,pusaqninkuhina,pusaqninkukunahina
causative,pusaqninkurayku,pusaqninkukunarayku
benefactive,pusaqninkupaq,pusaqninkukunapaq
associative,pusaqninkupura,pusaqninkukunapura
distributive,pusaqninkunka,pusaqninkukunanka
