0,1,2,3,4
,singular,plural,,
nominative,anqas,anqaskuna,,
accusative,anqasta,anqaskunata,,
dative,anqasman,anqaskunaman,,
genitive,anqaspa,anqaskunap,,
locative,anqaspi,anqaskunapi,,
terminative,anqaskama,anqaskunakama,,
ablative,anqasmanta,anqaskunamanta,,
instrumental,anqaswan,anqaskunawan,,
comitative,anqasnintin,anqaskunantin,,
abessive,anqasninnaq,anqaskunannaq,,
comparative,anqashina,anqaskunahina,,
causative,anqasrayku,anqaskunarayku,,
benefactive,anqaspaq,anqaskunapaq,,
associative,anqaspura,anqaskunapura,,
distributive,anqasninka,anqaskunanka,,
exclusive,anqaslla,anqaskunalla,,
ñuqap (my),singular,plural,,
nominative,anqasniy,anqasniykuna,,
accusative,anqasniyta,anqasniykunata,,
dative,anqasniyman,anqasniykunaman,,
genitive,anqasniypa,anqasniykunap,,
locative,anqasniypi,anqasniykunapi,,
terminative,anqasniykama,anqasniykunakama,,
ablative,anqasniymanta,anqasniykunamanta,,
instrumental,anqasniywan,anqasniykunawan,,
comitative,anqasniynintin,anqasniykunantin,,
abessive,anqasniyninnaq,anqasniykunannaq,,
comparative,anqasniyhina,anqasniykunahina,,
causative,anqasniyrayku,anqasniykunarayku,,
benefactive,anqasniypaq,anqasniykunapaq,,
associative,anqasniypura,anqasniykunapura,,
distributive,anqasniyninka,anqasniykunanka,,
exclusive,anqasniylla,anqasniykunalla,,
qampa (your),singular,plural,,
nominative,anqasniyki,anqasniykikuna,,
accusative,anqasniykita,anqasniykikunata,,
dative,anqasniykiman,anqasniykikunaman,,
genitive,anqasniykipa,anqasniykikunap,,
locative,anqasniykipi,anqasniykikunapi,,
terminative,anqasniykikama,anqasniykikunakama,,
ablative,anqasniykimanta,anqasniykikunamanta,,
instrumental,anqasniykiwan,anqasniykikunawan,,
comitative,anqasniykintin,anqasniykikunantin,,
abessive,anqasniykinnaq,anqasniykikunannaq,,
comparative,anqasniykihina,anqasniykikunahina,,
causative,anqasniykirayku,anqasniykikunarayku,,
benefactive,anqasniykipaq,anqasniykikunapaq,,
associative,anqasniykipura,anqasniykikunapura,,
distributive,anqasniykinka,anqasniykikunanka,,
exclusive,anqasniykilla,anqasniykikunalla,,
paypa (his/her/its),singular,plural,,
nominative,anqasnin,anqasninkuna,,
accusative,anqasninta,anqasninkunata,,
dative,anqasninman,anqasninkunaman,,
genitive,anqasninpa,anqasninkunap,,
locative,anqasninpi,anqasninkunapi,,
terminative,anqasninkama,anqasninkunakama,,
ablative,anqasninmanta,anqasninkunamanta,,
instrumental,anqasninwan,anqasninkunawan,,
comitative,anqasninintin,anqasninkunantin,,
abessive,anqasninninnaq,anqasninkunannaq,,
comparative,anqasninhina,anqasninkunahina,,
causative,anqasninrayku,anqasninkunarayku,,
benefactive,anqasninpaq,anqasninkunapaq,,
associative,anqasninpura,anqasninkunapura,,
distributive,anqasnininka,anqasninkunanka,,
exclusive,anqasninlla,anqasninkunalla,,
ñuqanchikpa (our(incl)),singular,plural,,
nominative,anqasninchik,anqasninchikkuna,,
accusative,anqasninchikta,anqasninchikkunata,,
dative,anqasninchikman,anqasninchikkunaman,,
genitive,anqasninchikpa,anqasninchikkunap,,
locative,anqasninchikpi,anqasninchikkunapi,,
terminative,anqasninchikkama,anqasninchikkunakama,,
ablative,anqasninchikmanta,anqasninchikkunamanta,,
instrumental,anqasninchikwan,anqasninchikkunawan,,
comitative,anqasninchiknintin,anqasninchikkunantin,,
abessive,anqasninchikninnaq,anqasninchikkunannaq,,
comparative,anqasninchikhina,anqasninchikkunahina,,
causative,anqasninchikrayku,anqasninchikkunarayku,,
benefactive,anqasninchikpaq,anqasninchikkunapaq,,
associative,anqasninchikpura,anqasninchikkunapura,,
distributive,anqasninchikninka,anqasninchikkunanka,,
exclusive,anqasninchiklla,anqasninchikkunalla,,
ñuqaykup (our(excl)),singular,plural,,
nominative,anqasniyku,anqasniykukuna,,
accusative,anqasniykuta,anqasniykukunata,,
dative,anqasniykuman,anqasniykukunaman,,
genitive,anqasniykupa,anqasniykukunap,,
locative,anqasniykupi,anqasniykukunapi,,
terminative,anqasniykukama,anqasniykukunakama,,
ablative,anqasniykumanta,anqasniykukunamanta,,
instrumental,anqasniykuwan,anqasniykukunawan,,
comitative,anqasniykuntin,anqasniykukunantin,,
abessive,anqasniykunnaq,anqasniykukunannaq,,
comparative,anqasniykuhina,anqasniykukunahina,,
causative,anqasniykurayku,anqasniykukunarayku,,
benefactive,anqasniykupaq,anqasniykukunapaq,,
associative,anqasniykupura,anqasniykukunapura,,
distributive,anqasniykunka,anqasniykukunanka,,
exclusive,anqasniykulla,anqasniykukunalla,,
qamkunap (your(pl)),singular,plural,,
nominative,anqasniykichik,anqasniykichikkuna,,
accusative,anqasniykichikta,anqasniykichikkunata,,
dative,anqasniykichikman,anqasniykichikkunaman,,
genitive,anqasniykichikpa,anqasniykichikkunap,,
locative,anqasniykichikpi,anqasniykichikkunapi,,
terminative,anqasniykichikkama,anqasniykichikkunakama,,
ablative,anqasniykichikmanta,anqasniykichikkunamanta,,
instrumental,anqasniykichikwan,anqasniykichikkunawan,,
comitative,anqasniykichiknintin,anqasniykichikkunantin,,
abessive,anqasniykichikninnaq,anqasniykichikkunannaq,,
comparative,anqasniykichikhina,anqasniykichikkunahina,,
causative,anqasniykichikrayku,anqasniykichikkunarayku,,
benefactive,anqasniykichikpaq,anqasniykichikkunapaq,,
associative,anqasniykichikpura,anqasniykichikkunapura,,
distributive,anqasniykichikninka,anqasniykichikkunanka,,
exclusive,anqasniykichiklla,anqasniykichikkunalla,,
paykunap (their),singular,plural,,
nominative,anqasninku,anqasninkukuna,,
