0,1,2,3,4,5,6
,singular,plural,,,,
nominative,սովոր ‎(sovor),սովորներ ‎(sovorner),,,,
dative,սովորի ‎(sovori),սովորների ‎(sovorneri),,,,
ablative,սովորից ‎(sovoricʿ),սովորներից ‎(sovornericʿ),,,,
instrumental,սովորով ‎(sovorov),սովորներով ‎(sovornerov),,,,
locative,—,—,,,,
,definite forms,,,,,
nominative,սովորը/սովորն ‎(sovorə/sovorn),սովորները/սովորներն ‎(sovornerə/sovornern),,,,
dative,սովորին ‎(sovorin),սովորներին ‎(sovornerin),,,,
,1st person possessive forms (my),,,,,
nominative,սովորս ‎(sovors),սովորներս ‎(sovorners),,,,
dative,սովորիս ‎(sovoris),սովորներիս ‎(sovorneris),,,,
ablative,սովորիցս ‎(sovoricʿs),սովորներիցս ‎(sovornericʿs),,,,
instrumental,սովորովս ‎(sovorovs),սովորներովս ‎(sovornerovs),,,,
locative,—,—,,,,
,2nd person possessive forms (your),,,,,
nominative,սովորդ ‎(sovord),սովորներդ ‎(sovornerd),,,,
dative,սովորիդ ‎(sovorid),սովորներիդ ‎(sovornerid),,,,
ablative,սովորիցդ ‎(sovoricʿd),սովորներիցդ ‎(sovornericʿd),,,,
instrumental,սովորովդ ‎(sovorovd),սովորներովդ ‎(sovornerovd),,,,
locative,—,—,,,,
անսովոր ‎(ansovor)  արտասովոր ‎(artasovor)  սովորաբար ‎(sovorabar),,սովորական ‎(sovorakan)  սովորել ‎(sovorel),,սովորույթ ‎(sovoruytʿ)  սովորություն ‎(sovorutʿyun),,
