0,1,2
,singular,plural
nominative,տոնածառ ‎(tonacaṙ),տոնածառեր ‎(tonacaṙer)
dative,տոնածառի ‎(tonacaṙi),տոնածառերի ‎(tonacaṙeri)
ablative,տոնածառից ‎(tonacaṙicʿ),տոնածառերից ‎(tonacaṙericʿ)
instrumental,տոնածառով ‎(tonacaṙov),տոնածառերով ‎(tonacaṙerov)
locative,տոնածառում ‎(tonacaṙum),տոնածառերում ‎(tonacaṙerum)
,definite forms,
nominative,տոնածառը/տոնածառն ‎(tonacaṙə/tonacaṙn),տոնածառերը/տոնածառերն ‎(tonacaṙerə/tonacaṙern)
dative,տոնածառին ‎(tonacaṙin),տոնածառերին ‎(tonacaṙerin)
,1st person possessive forms (my),
nominative,տոնածառս ‎(tonacaṙs),տոնածառերս ‎(tonacaṙers)
dative,տոնածառիս ‎(tonacaṙis),տոնածառերիս ‎(tonacaṙeris)
ablative,տոնածառիցս ‎(tonacaṙicʿs),տոնածառերիցս ‎(tonacaṙericʿs)
instrumental,տոնածառովս ‎(tonacaṙovs),տոնածառերովս ‎(tonacaṙerovs)
locative,տոնածառումս ‎(tonacaṙums),տոնածառերումս ‎(tonacaṙerums)
,2nd person possessive forms (your),
nominative,տոնածառդ ‎(tonacaṙd),տոնածառերդ ‎(tonacaṙerd)
dative,տոնածառիդ ‎(tonacaṙid),տոնածառերիդ ‎(tonacaṙerid)
ablative,տոնածառիցդ ‎(tonacaṙicʿd),տոնածառերիցդ ‎(tonacaṙericʿd)
instrumental,տոնածառովդ ‎(tonacaṙovd),տոնածառերովդ ‎(tonacaṙerovd)
locative,տոնածառումդ ‎(tonacaṙumd),տոնածառերումդ ‎(tonacaṙerumd)
,singular,plural
nominative,տոնածառ ‎(tonacaṙ),տոնածառներ ‎(tonacaṙner)
dative,տոնածառի ‎(tonacaṙi),տոնածառների ‎(tonacaṙneri)
ablative,տոնածառից ‎(tonacaṙicʿ),տոնածառներից ‎(tonacaṙnericʿ)
instrumental,տոնածառով ‎(tonacaṙov),տոնածառներով ‎(tonacaṙnerov)
locative,տոնածառում ‎(tonacaṙum),տոնածառներում ‎(tonacaṙnerum)
,definite forms,
nominative,տոնածառը/տոնածառն ‎(tonacaṙə/tonacaṙn),տոնածառները/տոնածառներն ‎(tonacaṙnerə/tonacaṙnern)
dative,տոնածառին ‎(tonacaṙin),տոնածառներին ‎(tonacaṙnerin)
,1st person possessive forms (my),
nominative,տոնածառս ‎(tonacaṙs),տոնածառներս ‎(tonacaṙners)
dative,տոնածառիս ‎(tonacaṙis),տոնածառներիս ‎(tonacaṙneris)
ablative,տոնածառիցս ‎(tonacaṙicʿs),տոնածառներիցս ‎(tonacaṙnericʿs)
instrumental,տոնածառովս ‎(tonacaṙovs),տոնածառներովս ‎(tonacaṙnerovs)
locative,տոնածառումս ‎(tonacaṙums),տոնածառներումս ‎(tonacaṙnerums)
,2nd person possessive forms (your),
nominative,տոնածառդ ‎(tonacaṙd),տոնածառներդ ‎(tonacaṙnerd)
dative,տոնածառիդ ‎(tonacaṙid),տոնածառներիդ ‎(tonacaṙnerid)
ablative,տոնածառիցդ ‎(tonacaṙicʿd),տոնածառներիցդ ‎(tonacaṙnericʿd)
instrumental,տոնածառովդ ‎(tonacaṙovd),տոնածառներովդ ‎(tonacaṙnerovd)
locative,տոնածառումդ ‎(tonacaṙumd),տոնածառներումդ ‎(tonacaṙnerumd)
,singular,plural
nominative,տոնածառ ‎(tonacaṙ),տոնածառեր ‎(tonacaṙer)
dative,տոնածառի ‎(tonacaṙi),տոնածառերի ‎(tonacaṙeri)
ablative,տոնածառից ‎(tonacaṙicʿ),տոնածառերից ‎(tonacaṙericʿ)
instrumental,տոնածառով ‎(tonacaṙov),տոնածառերով ‎(tonacaṙerov)
locative,—,—
,definite forms,
nominative,տոնածառը/տոնածառն ‎(tonacaṙə/tonacaṙn),տոնածառերը/տոնածառերն ‎(tonacaṙerə/tonacaṙern)
dative,տոնածառին ‎(tonacaṙin),տոնածառերին ‎(tonacaṙerin)
,1st person possessive forms (my),
nominative,տոնածառս ‎(tonacaṙs),տոնածառերս ‎(tonacaṙers)
dative,տոնածառիս ‎(tonacaṙis),տոնածառերիս ‎(tonacaṙeris)
ablative,տոնածառիցս ‎(tonacaṙicʿs),տոնածառերիցս ‎(tonacaṙericʿs)
instrumental,տոնածառովս ‎(tonacaṙovs),տոնածառերովս ‎(tonacaṙerovs)
locative,—,—
,2nd person possessive forms (your),
nominative,տոնածառդ ‎(tonacaṙd),տոնածառերդ ‎(tonacaṙerd)
dative,տոնածառիդ ‎(tonacaṙid),տոնածառերիդ ‎(tonacaṙerid)
ablative,տոնածառիցդ ‎(tonacaṙicʿd),տոնածառերիցդ ‎(tonacaṙericʿd)
instrumental,տոնածառովդ ‎(tonacaṙovd),տոնածառերովդ ‎(tonacaṙerovd)
locative,—,—
,singular,plural
nominative,տոնածառ ‎(tonacaṙ),տոնածառներ ‎(tonacaṙner)
dative,տոնածառի ‎(tonacaṙi),տոնածառների ‎(tonacaṙneri)
ablative,տոնածառից ‎(tonacaṙicʿ),տոնածառներից ‎(tonacaṙnericʿ)
instrumental,տոնածառով ‎(tonacaṙov),տոնածառներով ‎(tonacaṙnerov)
locative,—,—
,definite forms,
nominative,տոնածառը/տոնածառն ‎(tonacaṙə/tonacaṙn),տոնածառները/տոնածառներն ‎(tonacaṙnerə/tonacaṙnern)
dative,տոնածառին ‎(tonacaṙin),տոնածառներին ‎(tonacaṙnerin)
,1st person possessive forms (my),
nominative,տոնածառս ‎(tonacaṙs),տոնածառներս ‎(tonacaṙners)
dative,տոնածառիս ‎(tonacaṙis),տոնածառներիս ‎(tonacaṙneris)
ablative,տոնածառիցս ‎(tonacaṙicʿs),տոնածառներիցս ‎(tonacaṙnericʿs)
instrumental,տոնածառովս ‎(tonacaṙovs),տոնածառներովս ‎(tonacaṙnerovs)
locative,—,—
,2nd person possessive forms (your),
nominative,տոնածառդ ‎(tonacaṙd),տոնածառներդ ‎(tonacaṙnerd)
dative,տոնածառիդ ‎(tonacaṙid),տոնածառներիդ ‎(tonacaṙnerid)
ablative,տոնածառիցդ ‎(tonacaṙicʿd),տոնածառներիցդ ‎(tonacaṙnericʿd)
instrumental,տոնածառովդ ‎(tonacaṙovd),տոնածառներովդ ‎(tonacaṙnerovd)
locative,—,—
