0,1,2,3,4
Audio,,(file),,
,singular,plural,,
nominative,տառ ‎(taṙ),տառեր ‎(taṙer),,
dative,տառի ‎(taṙi),տառերի ‎(taṙeri),,
ablative,տառից ‎(taṙicʿ),տառերից ‎(taṙericʿ),,
instrumental,տառով ‎(taṙov),տառերով ‎(taṙerov),,
locative,տառում ‎(taṙum),տառերում ‎(taṙerum),,
,definite forms,,,
nominative,տառը/տառն ‎(taṙə/taṙn),տառերը/տառերն ‎(taṙerə/taṙern),,
dative,տառին ‎(taṙin),տառերին ‎(taṙerin),,
,1st person possessive forms (my),,,
nominative,տառս ‎(taṙs),տառերս ‎(taṙers),,
dative,տառիս ‎(taṙis),տառերիս ‎(taṙeris),,
ablative,տառիցս ‎(taṙicʿs),տառերիցս ‎(taṙericʿs),,
instrumental,տառովս ‎(taṙovs),տառերովս ‎(taṙerovs),,
locative,տառումս ‎(taṙums),տառերումս ‎(taṙerums),,
,2nd person possessive forms (your),,,
nominative,տառդ ‎(taṙd),տառերդ ‎(taṙerd),,
dative,տառիդ ‎(taṙid),տառերիդ ‎(taṙerid),,
ablative,տառիցդ ‎(taṙicʿd),տառերիցդ ‎(taṙericʿd),,
instrumental,տառովդ ‎(taṙovd),տառերովդ ‎(taṙerovd),,
locative,տառումդ ‎(taṙumd),տառերումդ ‎(taṙerumd),,
գլխատառ ‎(glxataṙ)  մեծատառ ‎(mecataṙ),,սկզբնատառ ‎(skzbnataṙ)  տառադարձել ‎(taṙadarjel),,տառադարձություն ‎(taṙadarjutʿyun)  փոքրատառ ‎(pʿokʿrataṙ)
